CODE_2,CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,CONCEPT_ID,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,CONCEPT_CLASS_ID,START_DATE,END_DATE,PREV_DOC_FLAG
C94.81,C9481,"Other specified leukemias, in remission","Other specified leukemias, in remission",45566651,"Other specified leukemias, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.82,C9482,"Other specified leukemias, in relapse","Other specified leukemias, in relapse",45586072,"Other specified leukemias, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C95,NA,NA,NA,1567711,Leukemia of unspecified cell type,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C95.0,NA,NA,NA,1567712,Acute leukemia of unspecified cell type,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C95.00,C9500,Acute leukemia of unsp cell type not achieve remission,Acute leukemia of unspecified cell type not having achieved remission,45571579,Acute leukemia of unspecified cell type not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C95.01,C9501,"Acute leukemia of unspecified cell type, in remission","Acute leukemia of unspecified cell type, in remission",45590967,"Acute leukemia of unspecified cell type, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C95.02,C9502,"Acute leukemia of unspecified cell type, in relapse","Acute leukemia of unspecified cell type, in relapse",45552317,"Acute leukemia of unspecified cell type, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C95.1,NA,NA,NA,1567713,Chronic leukemia of unspecified cell type,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C95.10,C9510,Chronic leukemia of unsp cell type not achieve remission,Chronic leukemia of unspecified cell type not having achieved remission,45542669,Chronic leukemia of unspecified cell type not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C95.11,C9511,"Chronic leukemia of unspecified cell type, in remission","Chronic leukemia of unspecified cell type, in remission",45581261,"Chronic leukemia of unspecified cell type, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C95.12,C9512,"Chronic leukemia of unspecified cell type, in relapse","Chronic leukemia of unspecified cell type, in relapse",45532965,"Chronic leukemia of unspecified cell type, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C95.20,NA,NA,NA,35206447,"Subacute leukemia of unspecified cell type, not in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C95.21,NA,NA,NA,35206448,"Subacute leukemia of unspecified cell type, in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C95.70,NA,NA,NA,35206449,"Other leukemia of unspecified cell type, not in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C95.71,NA,NA,NA,35206450,"Other leukemia of unspecified cell type, in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C95.9,NA,NA,NA,1567714,"Leukemia, unspecified",Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C95.90,C9590,"Leukemia, unspecified not having achieved remission","Leukemia, unspecified not having achieved remission",45590968,"Leukemia, unspecified not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C95.91,C9591,"Leukemia, unspecified, in remission","Leukemia, unspecified, in remission",45595726,"Leukemia, unspecified, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C95.92,C9592,"Leukemia, unspecified, in relapse","Leukemia, unspecified, in relapse",45576371,"Leukemia, unspecified, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C96,NA,NA,NA,1567715,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C96.0,C960,Multifocal and multisystemic Langerhans-cell histiocytosis,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis,35206451,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C96.1,NA,NA,NA,35206452,Malignant histiocytosis,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2009,TRUE
C96.2,C962,Malignant mast cell tumor,Malignant mast cell tumor,35206453,Malignant mast cell neoplasm,Condition,ICD10CM,4-char nonbill code,1/1/2007,12/31/2099,TRUE
C96.20,C9620,"Malignant mast cell neoplasm, unspecified","Malignant mast cell neoplasm, unspecified",1326484,"Malignant mast cell neoplasm, unspecified",Condition,ICD10CM,5-char billing code,1/1/2018,12/31/2099,TRUE
C96.21,C9621,Aggressive systemic mastocytosis,Aggressive systemic mastocytosis,1326485,Aggressive systemic mastocytosis,Condition,ICD10CM,5-char billing code,1/1/2018,12/31/2099,TRUE
C96.22,C9622,Mast cell sarcoma,Mast cell sarcoma,1326486,Mast cell sarcoma,Condition,ICD10CM,5-char billing code,1/1/2018,12/31/2099,TRUE
C96.29,C9629,Other malignant mast cell neoplasm,Other malignant mast cell neoplasm,1326487,Other malignant mast cell neoplasm,Condition,ICD10CM,5-char billing code,1/1/2018,12/31/2099,TRUE
C96.3,NA,NA,NA,35206454,True histiocytic lymphoma,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2009,TRUE
C96.4,C964,Sarcoma of dendritic cells (accessory cells),Sarcoma of dendritic cells (accessory cells),920125,Sarcoma of dendritic cells (accessory cells),Condition,ICD10CM,4-char billing code,1/1/2010,12/31/2099,TRUE
C96.5,C965,Multifocal and unisystemic Langerhans-cell histiocytosis,Multifocal and unisystemic Langerhans-cell histiocytosis,920126,Multifocal and unisystemic Langerhans-cell histiocytosis,Condition,ICD10CM,4-char billing code,1/1/2010,12/31/2099,TRUE
C96.6,C966,Unifocal Langerhans-cell histiocytosis,Unifocal Langerhans-cell histiocytosis,920127,Unifocal Langerhans-cell histiocytosis,Condition,ICD10CM,4-char billing code,1/1/2010,12/31/2099,TRUE
C96.7,NA,NA,NA,35206455,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2009,TRUE
C96.9,C969,"Malig neoplm of lymphoid, hematpoetc and rel tissue, unsp","Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",35206456,"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C96.A,C96A,Histiocytic sarcoma,Histiocytic sarcoma,45581266,Histiocytic sarcoma,Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
C96.Z,C96Z,"Oth malig neoplm of lymphoid, hematpoetc and related tissue","Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",45581267,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
