DX_CODE_2,CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,CONCEPT_ID,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,CONCEPT_CLASS_ID,START_DATE,END_DATE,PREV_DOC_FLAG
C50.02,NA,NA,NA,1567540,"Malignant neoplasm of nipple and areola, male",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.021,C50021,"Malignant neoplasm of nipple and areola, right male breast","Malignant neoplasm of nipple and areola, right male breast",45566600,"Malignant neoplasm of nipple and areola, right male breast",Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.022,C50022,"Malignant neoplasm of nipple and areola, left male breast","Malignant neoplasm of nipple and areola, left male breast",45576323,"Malignant neoplasm of nipple and areola, left male breast",Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.029,C50029,"Malignant neoplasm of nipple and areola, unsp male breast","Malignant neoplasm of nipple and areola, unspecified male breast",45542613,"Malignant neoplasm of nipple and areola, unspecified male breast",Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.1,NA,NA,NA,1567541,Malignant neoplasm of central portion of breast,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.11,NA,NA,NA,1567542,"Malignant neoplasm of central portion of breast, female",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.111,C50111,Malignant neoplasm of central portion of right female breast,Malignant neoplasm of central portion of right female breast,45532911,Malignant neoplasm of central portion of right female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.112,C50112,Malignant neoplasm of central portion of left female breast,Malignant neoplasm of central portion of left female breast,45537820,Malignant neoplasm of central portion of left female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.119,C50119,Malignant neoplasm of central portion of unsp female breast,Malignant neoplasm of central portion of unspecified female breast,45556994,Malignant neoplasm of central portion of unspecified female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.12,NA,NA,NA,1567543,"Malignant neoplasm of central portion of breast, male",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.121,C50121,Malignant neoplasm of central portion of right male breast,Malignant neoplasm of central portion of right male breast,45532912,Malignant neoplasm of central portion of right male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.122,C50122,Malignant neoplasm of central portion of left male breast,Malignant neoplasm of central portion of left male breast,45586010,Malignant neoplasm of central portion of left male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.129,C50129,Malignant neoplasm of central portion of unsp male breast,Malignant neoplasm of central portion of unspecified male breast,45571520,Malignant neoplasm of central portion of unspecified male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.2,NA,NA,NA,1567544,Malignant neoplasm of upper-inner quadrant of breast,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.21,NA,NA,NA,1567545,"Malignant neoplasm of upper-inner quadrant of breast, female",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.211,C50211,Malig neoplm of upper-inner quadrant of right female breast,Malignant neoplasm of upper-inner quadrant of right female breast,45561812,Malignant neoplasm of upper-inner quadrant of right female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.212,C50212,Malig neoplasm of upper-inner quadrant of left female breast,Malignant neoplasm of upper-inner quadrant of left female breast,45561813,Malignant neoplasm of upper-inner quadrant of left female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.219,C50219,Malig neoplasm of upper-inner quadrant of unsp female breast,Malignant neoplasm of upper-inner quadrant of unspecified female breast,45586011,Malignant neoplasm of upper-inner quadrant of unspecified female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.22,NA,NA,NA,1567546,"Malignant neoplasm of upper-inner quadrant of breast, male",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.221,C50221,Malig neoplasm of upper-inner quadrant of right male breast,Malignant neoplasm of upper-inner quadrant of right male breast,45547503,Malignant neoplasm of upper-inner quadrant of right male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.222,C50222,Malig neoplasm of upper-inner quadrant of left male breast,Malignant neoplasm of upper-inner quadrant of left male breast,45595667,Malignant neoplasm of upper-inner quadrant of left male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.229,C50229,Malig neoplasm of upper-inner quadrant of unsp male breast,Malignant neoplasm of upper-inner quadrant of unspecified male breast,45561814,Malignant neoplasm of upper-inner quadrant of unspecified male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.3,NA,NA,NA,1567547,Malignant neoplasm of lower-inner quadrant of breast,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.31,NA,NA,NA,1567548,"Malignant neoplasm of lower-inner quadrant of breast, female",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.311,C50311,Malig neoplm of lower-inner quadrant of right female breast,Malignant neoplasm of lower-inner quadrant of right female breast,45561815,Malignant neoplasm of lower-inner quadrant of right female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.312,C50312,Malig neoplasm of lower-inner quadrant of left female breast,Malignant neoplasm of lower-inner quadrant of left female breast,45576325,Malignant neoplasm of lower-inner quadrant of left female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.319,C50319,Malig neoplasm of lower-inner quadrant of unsp female breast,Malignant neoplasm of lower-inner quadrant of unspecified female breast,45566602,Malignant neoplasm of lower-inner quadrant of unspecified female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.32,NA,NA,NA,1567549,"Malignant neoplasm of lower-inner quadrant of breast, male",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.321,C50321,Malig neoplasm of lower-inner quadrant of right male breast,Malignant neoplasm of lower-inner quadrant of right male breast,45571521,Malignant neoplasm of lower-inner quadrant of right male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.322,C50322,Malig neoplasm of lower-inner quadrant of left male breast,Malignant neoplasm of lower-inner quadrant of left male breast,45586012,Malignant neoplasm of lower-inner quadrant of left male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.329,C50329,Malig neoplasm of lower-inner quadrant of unsp male breast,Malignant neoplasm of lower-inner quadrant of unspecified male breast,45590907,Malignant neoplasm of lower-inner quadrant of unspecified male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.4,NA,NA,NA,1567550,Malignant neoplasm of upper-outer quadrant of breast,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.41,NA,NA,NA,1567551,"Malignant neoplasm of upper-outer quadrant of breast, female",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.411,C50411,Malig neoplm of upper-outer quadrant of right female breast,Malignant neoplasm of upper-outer quadrant of right female breast,45537821,Malignant neoplasm of upper-outer quadrant of right female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.412,C50412,Malig neoplasm of upper-outer quadrant of left female breast,Malignant neoplasm of upper-outer quadrant of left female breast,45561817,Malignant neoplasm of upper-outer quadrant of left female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.419,C50419,Malig neoplasm of upper-outer quadrant of unsp female breast,Malignant neoplasm of upper-outer quadrant of unspecified female breast,45600507,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.42,NA,NA,NA,1567552,"Malignant neoplasm of upper-outer quadrant of breast, male",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.421,C50421,Malig neoplasm of upper-outer quadrant of right male breast,Malignant neoplasm of upper-outer quadrant of right male breast,45561818,Malignant neoplasm of upper-outer quadrant of right male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.422,C50422,Malig neoplasm of upper-outer quadrant of left male breast,Malignant neoplasm of upper-outer quadrant of left male breast,45600508,Malignant neoplasm of upper-outer quadrant of left male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.429,C50429,Malig neoplasm of upper-outer quadrant of unsp male breast,Malignant neoplasm of upper-outer quadrant of unspecified male breast,45590908,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.5,NA,NA,NA,1567553,Malignant neoplasm of lower-outer quadrant of breast,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.51,NA,NA,NA,1567554,"Malignant neoplasm of lower-outer quadrant of breast, female",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.511,C50511,Malig neoplm of lower-outer quadrant of right female breast,Malignant neoplasm of lower-outer quadrant of right female breast,45590909,Malignant neoplasm of lower-outer quadrant of right female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.512,C50512,Malig neoplasm of lower-outer quadrant of left female breast,Malignant neoplasm of lower-outer quadrant of left female breast,45605276,Malignant neoplasm of lower-outer quadrant of left female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.519,C50519,Malig neoplasm of lower-outer quadrant of unsp female breast,Malignant neoplasm of lower-outer quadrant of unspecified female breast,45547504,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.52,NA,NA,NA,1567555,"Malignant neoplasm of lower-outer quadrant of breast, male",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.521,C50521,Malig neoplasm of lower-outer quadrant of right male breast,Malignant neoplasm of lower-outer quadrant of right male breast,45605277,Malignant neoplasm of lower-outer quadrant of right male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.522,C50522,Malig neoplasm of lower-outer quadrant of left male breast,Malignant neoplasm of lower-outer quadrant of left male breast,45571522,Malignant neoplasm of lower-outer quadrant of left male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.529,C50529,Malig neoplasm of lower-outer quadrant of unsp male breast,Malignant neoplasm of lower-outer quadrant of unspecified male breast,45537822,Malignant neoplasm of lower-outer quadrant of unspecified male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.6,NA,NA,NA,1567556,Malignant neoplasm of axillary tail of breast,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.61,NA,NA,NA,1567557,"Malignant neoplasm of axillary tail of breast, female",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.611,C50611,Malignant neoplasm of axillary tail of right female breast,Malignant neoplasm of axillary tail of right female breast,45586013,Malignant neoplasm of axillary tail of right female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.612,C50612,Malignant neoplasm of axillary tail of left female breast,Malignant neoplasm of axillary tail of left female breast,45581222,Malignant neoplasm of axillary tail of left female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.619,C50619,Malignant neoplasm of axillary tail of unsp female breast,Malignant neoplasm of axillary tail of unspecified female breast,45556995,Malignant neoplasm of axillary tail of unspecified female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.62,NA,NA,NA,1567558,"Malignant neoplasm of axillary tail of breast, male",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.621,C50621,Malignant neoplasm of axillary tail of right male breast,Malignant neoplasm of axillary tail of right male breast,45600510,Malignant neoplasm of axillary tail of right male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.622,C50622,Malignant neoplasm of axillary tail of left male breast,Malignant neoplasm of axillary tail of left male breast,45576326,Malignant neoplasm of axillary tail of left male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.629,C50629,Malignant neoplasm of axillary tail of unsp male breast,Malignant neoplasm of axillary tail of unspecified male breast,45537823,Malignant neoplasm of axillary tail of unspecified male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.8,NA,NA,NA,1567559,Malignant neoplasm of overlapping sites of breast,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.81,NA,NA,NA,1567560,"Malignant neoplasm of overlapping sites of breast, female",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.811,C50811,Malignant neoplasm of ovrlp sites of right female breast,Malignant neoplasm of overlapping sites of right female breast,45576327,Malignant neoplasm of overlapping sites of right female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.812,C50812,Malignant neoplasm of ovrlp sites of left female breast,Malignant neoplasm of overlapping sites of left female breast,45561819,Malignant neoplasm of overlapping sites of left female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.819,C50819,Malignant neoplasm of ovrlp sites of unsp female breast,Malignant neoplasm of overlapping sites of unspecified female breast,45552262,Malignant neoplasm of overlapping sites of unspecified female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.82,NA,NA,NA,1567561,"Malignant neoplasm of overlapping sites of breast, male",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.821,C50821,Malignant neoplasm of overlapping sites of right male breast,Malignant neoplasm of overlapping sites of right male breast,45595668,Malignant neoplasm of overlapping sites of right male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.822,C50822,Malignant neoplasm of overlapping sites of left male breast,Malignant neoplasm of overlapping sites of left male breast,45566603,Malignant neoplasm of overlapping sites of left male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.829,C50829,Malignant neoplasm of overlapping sites of unsp male breast,Malignant neoplasm of overlapping sites of unspecified male breast,45537824,Malignant neoplasm of overlapping sites of unspecified male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.9,NA,NA,NA,1567562,Malignant neoplasm of breast of unspecified site,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.91,NA,NA,NA,1567563,"Malignant neoplasm of breast of unspecified site, female",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.911,C50911,Malignant neoplasm of unsp site of right female breast,Malignant neoplasm of unspecified site of right female breast,45586014,Malignant neoplasm of unspecified site of right female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.912,C50912,Malignant neoplasm of unspecified site of left female breast,Malignant neoplasm of unspecified site of left female breast,45556996,Malignant neoplasm of unspecified site of left female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.919,C50919,Malignant neoplasm of unsp site of unspecified female breast,Malignant neoplasm of unspecified site of unspecified female breast,45600511,Malignant neoplasm of unspecified site of unspecified female breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.92,NA,NA,NA,1567564,"Malignant neoplasm of breast of unspecified site, male",Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
C50.921,C50921,Malignant neoplasm of unspecified site of right male breast,Malignant neoplasm of unspecified site of right male breast,45571523,Malignant neoplasm of unspecified site of right male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.922,C50922,Malignant neoplasm of unspecified site of left male breast,Malignant neoplasm of unspecified site of left male breast,45561820,Malignant neoplasm of unspecified site of left male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C50.929,C50929,Malignant neoplasm of unsp site of unspecified male breast,Malignant neoplasm of unspecified site of unspecified male breast,45590910,Malignant neoplasm of unspecified site of unspecified male breast,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
C51,NA,NA,NA,1567565,Malignant neoplasm of vulva,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C51.0,C510,Malignant neoplasm of labium majus,Malignant neoplasm of labium majus,35206237,Malignant neoplasm of labium majus,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C51.1,C511,Malignant neoplasm of labium minus,Malignant neoplasm of labium minus,35206238,Malignant neoplasm of labium minus,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C51.2,C512,Malignant neoplasm of clitoris,Malignant neoplasm of clitoris,35206239,Malignant neoplasm of clitoris,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C51.8,C518,Malignant neoplasm of overlapping sites of vulva,Malignant neoplasm of overlapping sites of vulva,35206240,Malignant neoplasm of overlapping sites of vulva,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C51.9,C519,"Malignant neoplasm of vulva, unspecified","Malignant neoplasm of vulva, unspecified",35206241,"Malignant neoplasm of vulva, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C52,NA,NA,NA,35206242,Malignant neoplasm of vagina,Condition,ICD10CM,3-char billing code,1/1/2007,12/31/2099,TRUE
C53,NA,NA,NA,1567566,Malignant neoplasm of cervix uteri,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C53.0,C530,Malignant neoplasm of endocervix,Malignant neoplasm of endocervix,35206243,Malignant neoplasm of endocervix,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C53.1,C531,Malignant neoplasm of exocervix,Malignant neoplasm of exocervix,35206244,Malignant neoplasm of exocervix,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C53.8,C538,Malignant neoplasm of overlapping sites of cervix uteri,Malignant neoplasm of overlapping sites of cervix uteri,35206245,Malignant neoplasm of overlapping sites of cervix uteri,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C53.9,C539,"Malignant neoplasm of cervix uteri, unspecified","Malignant neoplasm of cervix uteri, unspecified",35206246,"Malignant neoplasm of cervix uteri, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C54,NA,NA,NA,1567567,Malignant neoplasm of corpus uteri,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C54.0,C540,Malignant neoplasm of isthmus uteri,Malignant neoplasm of isthmus uteri,35206247,Malignant neoplasm of isthmus uteri,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C54.1,C541,Malignant neoplasm of endometrium,Malignant neoplasm of endometrium,35206248,Malignant neoplasm of endometrium,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C54.2,C542,Malignant neoplasm of myometrium,Malignant neoplasm of myometrium,35206249,Malignant neoplasm of myometrium,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C54.3,C543,Malignant neoplasm of fundus uteri,Malignant neoplasm of fundus uteri,35206250,Malignant neoplasm of fundus uteri,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C54.8,C548,Malignant neoplasm of overlapping sites of corpus uteri,Malignant neoplasm of overlapping sites of corpus uteri,35206251,Malignant neoplasm of overlapping sites of corpus uteri,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C54.9,C549,"Malignant neoplasm of corpus uteri, unspecified","Malignant neoplasm of corpus uteri, unspecified",35206252,"Malignant neoplasm of corpus uteri, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C55,NA,NA,NA,35206253,"Malignant neoplasm of uterus, part unspecified",Condition,ICD10CM,3-char billing code,1/1/2007,12/31/2099,TRUE
C56,NA,NA,NA,1567568,Malignant neoplasm of ovary,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C56.0,NA,NA,NA,35206254,Malignant neoplasm of right ovary,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2010,TRUE
C56.1,C561,Malignant neoplasm of right ovary,Malignant neoplasm of right ovary,45571525,Malignant neoplasm of right ovary,Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
C56.2,C562,Malignant neoplasm of left ovary,Malignant neoplasm of left ovary,45532915,Malignant neoplasm of left ovary,Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
C56.3,C563,Malignant neoplasm of bilateral ovaries,Malignant neoplasm of bilateral ovaries,766339,Malignant neoplasm of bilateral ovaries,Condition,ICD10CM,4-char billing code,10/1/2021,12/31/2099,TRUE
C56.9,C569,Malignant neoplasm of unspecified ovary,Malignant neoplasm of unspecified ovary,45542615,Malignant neoplasm of unspecified ovary,Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
C57,NA,NA,NA,1567569,Malignant neoplasm of other and unspecified female genital organs,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C57.0,NA,NA,NA,1567570,Malignant neoplasm of fallopian tube,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C57.00,C5700,Malignant neoplasm of unspecified fallopian tube,Malignant neoplasm of unspecified fallopian tube,45586017,Malignant neoplasm of unspecified fallopian tube,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C57.01,C5701,Malignant neoplasm of right fallopian tube,Malignant neoplasm of right fallopian tube,45566607,Malignant neoplasm of right fallopian tube,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C57.02,C5702,Malignant neoplasm of left fallopian tube,Malignant neoplasm of left fallopian tube,45595672,Malignant neoplasm of left fallopian tube,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C57.1,NA,NA,NA,1567571,Malignant neoplasm of broad ligament,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C57.10,C5710,Malignant neoplasm of unspecified broad ligament,Malignant neoplasm of unspecified broad ligament,45595673,Malignant neoplasm of unspecified broad ligament,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C57.11,C5711,Malignant neoplasm of right broad ligament,Malignant neoplasm of right broad ligament,45576330,Malignant neoplasm of right broad ligament,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C57.12,C5712,Malignant neoplasm of left broad ligament,Malignant neoplasm of left broad ligament,45590911,Malignant neoplasm of left broad ligament,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C57.2,NA,NA,NA,1567572,Malignant neoplasm of round ligament,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C57.20,C5720,Malignant neoplasm of unspecified round ligament,Malignant neoplasm of unspecified round ligament,45532916,Malignant neoplasm of unspecified round ligament,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C57.21,C5721,Malignant neoplasm of right round ligament,Malignant neoplasm of right round ligament,45561821,Malignant neoplasm of right round ligament,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C57.22,C5722,Malignant neoplasm of left round ligament,Malignant neoplasm of left round ligament,45605279,Malignant neoplasm of left round ligament,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C57.3,C573,Malignant neoplasm of parametrium,Malignant neoplasm of parametrium,35206255,Malignant neoplasm of parametrium,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C57.4,C574,"Malignant neoplasm of uterine adnexa, unspecified","Malignant neoplasm of uterine adnexa, unspecified",35206256,"Malignant neoplasm of uterine adnexa, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C57.7,C577,Malignant neoplasm of other specified female genital organs,Malignant neoplasm of other specified female genital organs,35206257,Malignant neoplasm of other specified female genital organs,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C57.8,C578,Malignant neoplasm of ovrlp sites of female genital organs,Malignant neoplasm of overlapping sites of female genital organs,35206258,Malignant neoplasm of overlapping sites of female genital organs,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C57.9,C579,"Malignant neoplasm of female genital organ, unspecified","Malignant neoplasm of female genital organ, unspecified",35206259,"Malignant neoplasm of female genital organ, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C58,NA,NA,NA,35206260,Malignant neoplasm of placenta,Condition,ICD10CM,3-char billing code,1/1/2007,12/31/2099,TRUE
C60,NA,NA,NA,1567573,Malignant neoplasm of penis,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C60.0,C600,Malignant neoplasm of prepuce,Malignant neoplasm of prepuce,35206261,Malignant neoplasm of prepuce,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C60.1,C601,Malignant neoplasm of glans penis,Malignant neoplasm of glans penis,35206262,Malignant neoplasm of glans penis,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C60.2,C602,Malignant neoplasm of body of penis,Malignant neoplasm of body of penis,35206263,Malignant neoplasm of body of penis,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C60.8,C608,Malignant neoplasm of overlapping sites of penis,Malignant neoplasm of overlapping sites of penis,35206264,Malignant neoplasm of overlapping sites of penis,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C60.9,C609,"Malignant neoplasm of penis, unspecified","Malignant neoplasm of penis, unspecified",35206265,"Malignant neoplasm of penis, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
C61,NA,NA,NA,35206266,Malignant neoplasm of prostate,Condition,ICD10CM,3-char billing code,1/1/2007,12/31/2099,TRUE
C62,NA,NA,NA,1567574,Malignant neoplasm of testis,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C62.0,NA,NA,NA,1567575,Malignant neoplasm of undescended testis,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C62.00,C6200,Malignant neoplasm of unspecified undescended testis,Malignant neoplasm of unspecified undescended testis,45600515,Malignant neoplasm of unspecified undescended testis,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C62.01,C6201,Malignant neoplasm of undescended right testis,Malignant neoplasm of undescended right testis,45586018,Malignant neoplasm of undescended right testis,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C62.02,C6202,Malignant neoplasm of undescended left testis,Malignant neoplasm of undescended left testis,45557001,Malignant neoplasm of undescended left testis,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C62.1,NA,NA,NA,1567576,Malignant neoplasm of descended testis,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C62.10,C6210,Malignant neoplasm of unspecified descended testis,Malignant neoplasm of unspecified descended testis,45557002,Malignant neoplasm of unspecified descended testis,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C62.11,C6211,Malignant neoplasm of descended right testis,Malignant neoplasm of descended right testis,45590913,Malignant neoplasm of descended right testis,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
