"DX_CODE_2","CODE","SHORT_DESCRIPTION","LONG_DESCRIPTION","CONCEPT_ID","CONCEPT_NAME","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","START_DATE","END_DATE","PREV_DOC_FLAG"
"I70.393","I70393","Oth athscl unsp type bypass of the extrm, bilateral legs","Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, bilateral legs",45601068,"Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, bilateral legs","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.398","I70398","Oth athscl unsp type bypass of the extrm, oth extremity","Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, other extremity",45591499,"Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, other extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.399","I70399","Oth athscl unsp type bypass of the extrm, unsp extremity","Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, unspecified extremity",45567214,"Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, unspecified extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.4",NA,NA,NA,1569288,"Atherosclerosis of autologous vein bypass graft(s) of the extremities","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.40",NA,NA,NA,1569289,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.401","I70401","Unsp athscl autologous vein bypass of the extrm, right leg","Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, right leg",45576905,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, right leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.402","I70402","Unsp athscl autologous vein bypass of the extrm, left leg","Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg",45562393,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.403","I70403","Unsp athscl autol vein bypass of the extrm, bilateral legs","Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, bilateral legs",45605834,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, bilateral legs","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.408","I70408","Unsp athscl autol vein bypass of the extrm, oth extremity","Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, other extremity",45562394,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, other extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.409","I70409","Unsp athscl autol vein bypass of the extrm, unsp extremity","Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, unspecified extremity",45538425,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, unspecified extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.41",NA,NA,NA,1569290,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.411","I70411","Athscl autol vein bypass of extrm w intrmt claud, right leg","Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, right leg",45576906,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, right leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.412","I70412","Athscl autol vein bypass of extrm w intrmt claud, left leg","Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, left leg",45586614,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, left leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.413","I70413","Athscl autol vein bypass of extrm w intrmt claud, bi legs","Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, bilateral legs",45572121,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, bilateral legs","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.418","I70418","Athscl autol vein bypass of extrm w intrmt claud, oth extrm","Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, other extremity",45605835,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, other extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.419","I70419","Athscl autol vein bypass of extrm w intrmt claud, unsp extrm","Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, unspecified extremity",45601069,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, unspecified extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.42",NA,NA,NA,1569291,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.421","I70421","Athscl autol vein bypass of the extrm w rest pain, right leg","Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, right leg",45576907,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, right leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.422","I70422","Athscl autol vein bypass of the extrm w rest pain, left leg","Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, left leg",45562395,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, left leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.423","I70423","Athscl autol vein bypass of the extrm w rest pain, bi legs","Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, bilateral legs",45562396,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, bilateral legs","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.428","I70428","Athscl autol vein bypass of the extrm w rest pain, oth extrm","Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, other extremity",45576908,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, other extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.429","I70429","Athscl autol vein bypass of extrm w rest pain, unsp extrm","Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, unspecified extremity",45581802,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, unspecified extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.43",NA,NA,NA,1569292,"Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.431","I70431","Athscl autol vein bypass of the right leg w ulcer of thigh","Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of thigh",45567215,"Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of thigh","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.432","I70432","Athscl autol vein bypass of the right leg w ulcer of calf","Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of calf",45586615,"Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of calf","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.433","I70433","Athscl autol vein bypass of the right leg w ulcer of ankle","Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of ankle",45548064,"Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of ankle","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.434","I70434","Athscl autol vein bypass of r leg w ulcer of heel and midft","Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of heel and midfoot",45601070,"Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of heel and midfoot","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.435","I70435","Athscl autol vein bypass of right leg w ulcer oth prt foot","Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of foot",45576909,"Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of foot","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.438","I70438","Athscl autol vein bypass of r leg w ulcer oth prt low leg","Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of lower leg",45557577,"Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of lower leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.439","I70439","Athscl autol vein bypass of right leg w ulcer of unsp site","Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of unspecified site",45591500,"Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of unspecified site","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.44",NA,NA,NA,1569293,"Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.441","I70441","Athscl autol vein bypass of the left leg w ulcer of thigh","Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of thigh",45596238,"Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of thigh","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.442","I70442","Athscl autol vein bypass of the left leg w ulcer of calf","Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of calf",45572122,"Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of calf","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.443","I70443","Athscl autol vein bypass of the left leg w ulcer of ankle","Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of ankle",45605836,"Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of ankle","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.444","I70444","Athscl autol vein bypass of left leg w ulc of heel and midft","Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of heel and midfoot",45538426,"Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of heel and midfoot","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.445","I70445","Athscl autol vein bypass of left leg w ulcer oth prt foot","Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of other part of foot",45596239,"Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of other part of foot","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.448","I70448","Athscl autol vein bypass of left leg w ulcer oth prt low leg","Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of other part of lower leg",45548065,"Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of other part of lower leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.449","I70449","Athscl autol vein bypass of left leg w ulcer of unsp site","Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of unspecified site",45605837,"Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of unspecified site","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.45","I7045","Athscl autologous vein bypass of extremity w ulceration","Atherosclerosis of autologous vein bypass graft(s) of other extremity with ulceration",45572123,"Atherosclerosis of autologous vein bypass graft(s) of other extremity with ulceration","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31",TRUE
"I70.46",NA,NA,NA,1569294,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.461","I70461","Athscl autol vein bypass of the extrm w gangrene, right leg","Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, right leg",45567216,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, right leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.462","I70462","Athscl autol vein bypass of the extrm w gangrene, left leg","Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, left leg",45591501,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, left leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.463","I70463","Athscl autol vein bypass of the extrm w gangrene, bi legs","Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, bilateral legs",45601071,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, bilateral legs","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.468","I70468","Athscl autol vein bypass of the extrm w gangrene, oth extrm","Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, other extremity",45581803,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, other extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.469","I70469","Athscl autol vein bypass of the extrm w gangrene, unsp extrm","Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, unspecified extremity",45533486,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, unspecified extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.49",NA,NA,NA,1569295,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.491","I70491","Oth athscl autologous vein bypass of the extrm, right leg","Other atherosclerosis of autologous vein bypass graft(s) of the extremities, right leg",45605838,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities, right leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.492","I70492","Oth athscl autologous vein bypass of the extrm, left leg","Other atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg",45552830,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.493","I70493","Oth athscl autol vein bypass of the extrm, bilateral legs","Other atherosclerosis of autologous vein bypass graft(s) of the extremities, bilateral legs",45601072,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities, bilateral legs","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.498","I70498","Oth athscl autol vein bypass of the extrm, oth extremity","Other atherosclerosis of autologous vein bypass graft(s) of the extremities, other extremity",45533487,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities, other extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.499","I70499","Oth athscl autol vein bypass of the extrm, unsp extremity","Other atherosclerosis of autologous vein bypass graft(s) of the extremities, unspecified extremity",45605839,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities, unspecified extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.5",NA,NA,NA,1569296,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.50",NA,NA,NA,1569297,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.501","I70501","Unsp athscl nonaut bio bypass of the extremities, right leg","Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, right leg",45552831,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, right leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.502","I70502","Unsp athscl nonaut bio bypass of the extremities, left leg","Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, left leg",45557578,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, left leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.503","I70503","Unsp athscl nonaut bio bypass of the extrm, bilateral legs","Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, bilateral legs",45557579,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, bilateral legs","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.508","I70508","Unsp athscl nonaut bio bypass of the extrm, oth extremity","Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, other extremity",45552832,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, other extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.509","I70509","Unsp athscl nonaut bio bypass of the extrm, unsp extremity","Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, unspecified extremity",45572124,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, unspecified extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.51",NA,NA,NA,1569298,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities intermittent claudication","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.511","I70511","Athscl nonaut bio bypass of extrm w intrmt claud, right leg","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, right leg",45538427,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, right leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.512","I70512","Athscl nonaut bio bypass of extrm w intrmt claud, left leg","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, left leg",45543209,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, left leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.513","I70513","Athscl nonaut bio bypass of extrm w intrmt claud, bi legs","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, bilateral legs",45533488,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, bilateral legs","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.518","I70518","Athscl nonaut bio bypass of extrm w intrmt claud, oth extrm","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, other extremity",45543210,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, other extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.519","I70519","Athscl nonaut bio bypass of extrm w intrmt claud, unsp extrm","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, unspecified extremity",45543211,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, unspecified extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.52",NA,NA,NA,1569299,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.521","I70521","Athscl nonaut bio bypass of the extrm w rest pain, right leg","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, right leg",45552833,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, right leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.522","I70522","Athscl nonaut bio bypass of the extrm w rest pain, left leg","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, left leg",45601073,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, left leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.523","I70523","Athscl nonaut bio bypass of the extrm w rest pain, bi legs","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, bilateral legs",45586616,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, bilateral legs","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.528","I70528","Athscl nonaut bio bypass of the extrm w rest pain, oth extrm","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, other extremity",45552834,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, other extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.529","I70529","Athscl nonaut bio bypass of extrm w rest pain, unsp extrm","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, unspecified extremity",45543212,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, unspecified extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.53",NA,NA,NA,1569300,"Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.531","I70531","Athscl nonaut bio bypass of the right leg w ulcer of thigh","Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of thigh",45557580,"Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of thigh","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.532","I70532","Athscl nonaut bio bypass of the right leg w ulcer of calf","Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of calf",45601074,"Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of calf","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.533","I70533","Athscl nonaut bio bypass of the right leg w ulcer of ankle","Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of ankle",45548066,"Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of ankle","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.534","I70534","Athscl nonaut bio bypass of r leg w ulcer of heel and midft","Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of heel and midfoot",45552835,"Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of heel and midfoot","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.535","I70535","Athscl nonaut bio bypass of right leg w ulcer oth prt foot","Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of foot",45557581,"Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of foot","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.538","I70538","Athscl nonaut bio bypass of r leg w ulcer oth prt low leg","Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of lower leg",45567217,"Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of lower leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.539","I70539","Athscl nonaut bio bypass of right leg w ulcer of unsp site","Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of unspecified site",45576910,"Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of unspecified site","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.54",NA,NA,NA,1569301,"Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.541","I70541","Athscl nonaut bio bypass of the left leg w ulcer of thigh","Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of thigh",45581804,"Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of thigh","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.542","I70542","Athscl nonaut bio bypass of the left leg w ulcer of calf","Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of calf",45548067,"Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of calf","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.543","I70543","Athscl nonaut bio bypass of the left leg w ulcer of ankle","Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of ankle",45538428,"Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of ankle","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.544","I70544","Athscl nonaut bio bypass of left leg w ulc of heel and midft","Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of heel and midfoot",45591502,"Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of heel and midfoot","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.545","I70545","Athscl nonaut bio bypass of left leg w ulcer oth prt foot","Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of foot",45548068,"Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of foot","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.548","I70548","Athscl nonaut bio bypass of left leg w ulcer oth prt low leg","Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of lower leg",45572125,"Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of lower leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.549","I70549","Athscl nonaut bio bypass of left leg w ulcer of unsp site","Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of unspecified site",45562397,"Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of unspecified site","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.55","I7055","Athscl nonautologous bio bypass of extremity w ulceration","Atherosclerosis of nonautologous biological bypass graft(s) of other extremity with ulceration",45601075,"Atherosclerosis of nonautologous biological bypass graft(s) of other extremity with ulceration","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31",TRUE
"I70.56",NA,NA,NA,1569302,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
"I70.561","I70561","Athscl nonaut bio bypass of the extrm w gangrene, right leg","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, right leg",45576911,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, right leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.562","I70562","Athscl nonaut bio bypass of the extrm w gangrene, left leg","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, left leg",45581805,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, left leg","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.563","I70563","Athscl nonaut bio bypass of the extrm w gangrene, bi legs","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, bilateral legs",45533489,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, bilateral legs","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.568","I70568","Athscl nonaut bio bypass of the extrm w gangrene, oth extrm","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, other extremity",45557582,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, other extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.569","I70569","Athscl nonaut bio bypass of the extrm w gangrene, unsp extrm","Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, unspecified extremity",45601076,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, unspecified extremity","Condition","ICD10CM","6-char billing code","1970-01-01","2099-12-31",TRUE
"I70.59",NA,NA,NA,1569303,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities","Condition","ICD10CM","5-char nonbill code","2012-01-01","2099-12-31",TRUE
