"DX_CODE_2","CODE","LONG_DESCRIPTION","SHORT_DESCRIPTION","CONCEPT_ID","CONCEPT_NAME","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","START_DATE","END_DATE"
"173.2",NA,NA,NA,44829807,"Other and unspecified malignant neoplasm of skin of ear and external auditory canal","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31"
"173.20","17320","Unspecified malignant neoplasm of skin of ear and external auditory canal","Malig neo skin ear NOS",44820609,"Unspecified malignant neoplasm of skin of ear and external auditory canal","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.21","17321","Basal cell carcinoma of skin of ear and external auditory canal","Basal cell ca skin ear",44835674,"Basal cell carcinoma of skin of ear and external auditory canal","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.22","17322","Squamous cell carcinoma of skin of ear and external auditory canal","Squam cell ca skin ear",44820610,"Squamous cell carcinoma of skin of ear and external auditory canal","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.29","17329","Other specified malignant neoplasm of skin of ear and external auditory canal","Neo skin ear/ex canl NEC",44822882,"Other specified malignant neoplasm of skin of ear and external auditory canal","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.3",NA,NA,NA,44825203,"Other and unspecified malignant neoplasm of skin of other and unspecified parts of face","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31"
"173.30","17330","Unspecified malignant neoplasm of skin of other and unspecified parts of face","Mal neo skn face NEC/NOS",44826403,"Unspecified malignant neoplasm of skin of other and unspecified parts of face","Condition","ICD9CM","5-dig billing code","2012-08-31","2099-12-31"
"173.31","17331","Basal cell carcinoma of skin of other and unspecified parts of face","Bsl cel skn face NEC/NOS",44819431,"Basal cell carcinoma of skin of other and unspecified parts of face","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.32","17332","Squamous cell carcinoma of skin of other and unspecified parts of face","Sqm cel skn face NEC/NOS",44833295,"Squamous cell carcinoma of skin of other and unspecified parts of face","Condition","ICD9CM","5-dig billing code","2013-10-01","2099-12-31"
"173.39","17339","Other specified malignant neoplasm of skin of other and unspecified parts of face","Mal neo skn face NEC/NOS",44830979,"Other specified malignant neoplasm of skin of other and unspecified parts of face","Condition","ICD9CM","5-dig billing code","2012-08-31","2099-12-31"
"173.4",NA,NA,NA,44820611,"Other and unspecified malignant neoplasm of scalp and skin of neck","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31"
"173.40","17340","Unspecified malignant neoplasm of scalp and skin of neck","Mal neo sclp/skn nck NOS",44833296,"Unspecified malignant neoplasm of scalp and skin of neck","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31"
"173.41","17341","Basal cell carcinoma of scalp and skin of neck","Bsl cell ca scalp/skn nk",44828738,"Basal cell carcinoma of scalp and skin of neck","Condition","ICD9CM","5-dig billing code","2012-08-31","2099-12-31"
"173.42","17342","Squamous cell carcinoma of scalp and skin of neck","Sqam cell ca sclp/skn nk",44822883,"Squamous cell carcinoma of scalp and skin of neck","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.49","17349","Other specified malignant neoplasm of scalp and skin of neck","Mal neo sclp/skn nck NEC",44836835,"Other specified malignant neoplasm of scalp and skin of neck","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31"
"173.5",NA,NA,NA,44829808,"Other and unspecified malignant neoplasm of skin of trunk, except scrotum","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31"
"173.50","17350","Unspecified malignant neoplasm of skin of trunk, except scrotum","Malig neo skin trunk NOS",44827560,"Unspecified malignant neoplasm of skin of trunk, except scrotum","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31"
"173.51","17351","Basal cell carcinoma of skin of trunk, except scrotum","Basal cell ca skin trunk",44828739,"Basal cell carcinoma of skin of trunk, except scrotum","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.52","17352","Squamous cell carcinoma of skin of trunk, except scrotum","Squam cell ca skin trunk",44820612,"Squamous cell carcinoma of skin of trunk, except scrotum","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.59","17359","Other specified malignant neoplasm of skin of trunk, except scrotum","Malig neo skin trunk NEC",44821729,"Other specified malignant neoplasm of skin of trunk, except scrotum","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31"
"173.6",NA,NA,NA,44830980,"Other and unspecified malignant neoplasm of skin of upper limb, including shoulder","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31"
"173.60","17360","Unspecified malignant neoplasm of skin of upper limb, including shoulder","Mal neo skin up limb NOS",44821730,"Unspecified malignant neoplasm of skin of upper limb, including shoulder","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31"
"173.61","17361","Basal cell carcinoma of skin of upper limb, including shoulder","Basal cell ca skn up lmb",44820613,"Basal cell carcinoma of skin of upper limb, including shoulder","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.62","17362","Squamous cell carcinoma of skin of upper limb, including shoulder","Squam cell ca skn up lmb",44822884,"Squamous cell carcinoma of skin of upper limb, including shoulder","Condition","ICD9CM","5-dig billing code","2013-10-01","2099-12-31"
"173.69","17369","Other specified malignant neoplasm of skin of upper limb, including shoulder","Malig neo skn up lmb NEC",44824028,"Other specified malignant neoplasm of skin of upper limb, including shoulder","Condition","ICD9CM","5-dig billing code","2013-10-01","2099-12-31"
"173.7",NA,NA,NA,44819432,"Other and unspecified malignant neoplasm of skin of lower limb, including hip","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31"
"173.70","17370","Unspecified malignant neoplasm of skin of lower limb, including hip","Mal neo skn low limb NOS",44826404,"Unspecified malignant neoplasm of skin of lower limb, including hip","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.71","17371","Basal cell carcinoma of skin of lower limb, including hip","Basl cell ca skn low lmb",44834487,"Basal cell carcinoma of skin of lower limb, including hip","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.72","17372","Squamous cell carcinoma of skin of lower limb, including hip","Sqam cell ca skn low lmb",44826405,"Squamous cell carcinoma of skin of lower limb, including hip","Condition","ICD9CM","5-dig billing code","2013-10-01","2099-12-31"
"173.79","17379","Other specified malignant neoplasm of skin of lower limb, including hip","Mal neo skin low lmb NEC",44836836,"Other specified malignant neoplasm of skin of lower limb, including hip","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.8",NA,NA,NA,44829809,"Other and unspecified malignant neoplasm of other specified sites of skin","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31"
"173.80","17380","Unspecified malignant neoplasm of other specified sites of skin","Mal neo skn site NEC/NOS",44832127,"Unspecified malignant neoplasm of other specified sites of skin","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.81","17381","Basal cell carcinoma of other specified sites of skin","Bsl cell ca skn site NEC",44833297,"Basal cell carcinoma of other specified sites of skin","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.82","17382","Squamous cell carcinoma of other specified sites of skin","Sqm cell ca skn site NEC",44821731,"Squamous cell carcinoma of other specified sites of skin","Condition","ICD9CM","5-dig billing code","2013-10-01","2099-12-31"
"173.89","17389","Other specified malignant neoplasm of other specified sites of skin","Oth mal neo skn site NEC",44835675,"Other specified malignant neoplasm of other specified sites of skin","Condition","ICD9CM","5-dig billing code","2013-10-10","2099-12-31"
"173.9",NA,NA,NA,44833298,"Other and unspecified malignant neoplasm of skin, site unspecified","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31"
"173.90","17390","Unspecified malignant neoplasm of skin, site unspecified","Malig neo skin site NOS",44819433,"Unspecified malignant neoplasm of skin, site unspecified","Condition","ICD9CM","5-dig billing code","2013-10-01","2099-12-31"
"173.91","17391","Basal cell carcinoma of skin, site unspecified","Basal cell ca skin NOS",44835676,"Basal cell carcinoma of skin, site unspecified","Condition","ICD9CM","5-dig billing code","2013-10-01","2099-12-31"
"173.92","17392","Squamous cell carcinoma of skin, site unspecified","Squam cell ca skin NOS",44830981,"Squamous cell carcinoma of skin, site unspecified","Condition","ICD9CM","5-dig billing code","2013-10-01","2099-12-31"
"173.99","17399","Other specified malignant neoplasm of skin, site unspecified","Oth mal neo skn site NOS",44830982,"Other specified malignant neoplasm of skin, site unspecified","Condition","ICD9CM","5-dig billing code","2013-10-01","2099-12-31"
"174",NA,NA,NA,44819434,"Malignant neoplasm of female breast","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"174.0","1740","Malignant neoplasm of nipple and areola of female breast","Malig neo nipple",44832128,"Malignant neoplasm of nipple and areola of female breast","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"174.1","1741","Malignant neoplasm of central portion of female breast","Mal neo breast-central",44829810,"Malignant neoplasm of central portion of female breast","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"174.2","1742","Malignant neoplasm of upper-inner quadrant of female breast","Mal neo breast up-inner",44819435,"Malignant neoplasm of upper-inner quadrant of female breast","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"174.3","1743","Malignant neoplasm of lower-inner quadrant of female breast","Mal neo breast low-inner",44834488,"Malignant neoplasm of lower-inner quadrant of female breast","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"174.4","1744","Malignant neoplasm of upper-outer quadrant of female breast","Mal neo breast up-outer",44827561,"Malignant neoplasm of upper-outer quadrant of female breast","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"174.5","1745","Malignant neoplasm of lower-outer quadrant of female breast","Mal neo breast low-outer",44820614,"Malignant neoplasm of lower-outer quadrant of female breast","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"174.6","1746","Malignant neoplasm of axillary tail of female breast","Mal neo breast-axillary",44834489,"Malignant neoplasm of axillary tail of female breast","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"174.8","1748","Malignant neoplasm of other specified sites of female breast","Malign neopl breast NEC",44834490,"Malignant neoplasm of other specified sites of female breast","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"174.9","1749","Malignant neoplasm of breast (female), unspecified","Malign neopl breast NOS",44824029,"Malignant neoplasm of breast (female), unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"175",NA,NA,NA,44829811,"Malignant neoplasm of male breast","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"175.0","1750","Malignant neoplasm of nipple and areola of male breast","Mal neo male nipple",44833299,"Malignant neoplasm of nipple and areola of male breast","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"175.9","1759","Malignant neoplasm of other and unspecified sites of male breast","Mal neo male breast NEC",44826406,"Malignant neoplasm of other and unspecified sites of male breast","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"176",NA,NA,NA,44833300,"Kaposi's sarcoma","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"176.0","1760","Kaposi's sarcoma, skin","Skin - kaposi's sarcoma",44834491,"Kaposi's sarcoma, skin","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"176.1","1761","Kaposi's sarcoma, soft tissue","Sft tisue - kpsi's srcma",44830983,"Kaposi's sarcoma, soft tissue","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"176.2","1762","Kaposi's sarcoma, palate","Palate - kpsi's sarcoma",44825204,"Kaposi's sarcoma, palate","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"176.3","1763","Kaposi's sarcoma, gastrointestinal sites","GI sites - kpsi's srcoma",44825205,"Kaposi's sarcoma, gastrointestinal sites","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"176.4","1764","Kaposi's sarcoma, lung","Lung - kaposi's sarcoma",44830984,"Kaposi's sarcoma, lung","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"176.5","1765","Kaposi's sarcoma, lymph nodes","Lym nds - kpsi's sarcoma",44825206,"Kaposi's sarcoma, lymph nodes","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"176.8","1768","Kaposi's sarcoma, other specified sites","Spf sts - kpsi's sarcoma",44827562,"Kaposi's sarcoma, other specified sites","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"176.9","1769","Kaposi's sarcoma, unspecified site","Kaposi's sarcoma NOS",44826407,"Kaposi's sarcoma, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"179",NA,NA,NA,44834492,"Malignant neoplasm of uterus, part unspecified","Condition","ICD9CM","3-dig billing code","1970-01-01","2099-12-31"
"180",NA,NA,NA,44832129,"Malignant neoplasm of cervix uteri","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"180.0","1800","Malignant neoplasm of endocervix","Malig neo endocervix",44825207,"Malignant neoplasm of endocervix","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"180.1","1801","Malignant neoplasm of exocervix","Malig neo exocervix",44834493,"Malignant neoplasm of exocervix","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"180.8","1808","Malignant neoplasm of other specified sites of cervix","Malig neo cervix NEC",44820615,"Malignant neoplasm of other specified sites of cervix","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"180.9","1809","Malignant neoplasm of cervix uteri, unspecified site","Mal neo cervix uteri NOS",44826408,"Malignant neoplasm of cervix uteri, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"181",NA,NA,NA,44833301,"Malignant neoplasm of placenta","Condition","ICD9CM","3-dig billing code","1970-01-01","2099-12-31"
"182",NA,NA,NA,44826409,"Malignant neoplasm of body of uterus","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"182.0","1820","Malignant neoplasm of corpus uteri, except isthmus","Malig neo corpus uteri",44834494,"Malignant neoplasm of corpus uteri, except isthmus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"182.1","1821","Malignant neoplasm of isthmus","Mal neo uterine isthmus",44828740,"Malignant neoplasm of isthmus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"182.8","1828","Malignant neoplasm of other specified sites of body of uterus","Mal neo body uterus NEC",44829812,"Malignant neoplasm of other specified sites of body of uterus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"183",NA,NA,NA,44829813,"Malignant neoplasm of ovary and other uterine adnexa","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"183.0","1830","Malignant neoplasm of ovary","Malign neopl ovary",44836837,"Malignant neoplasm of ovary","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"183.2","1832","Malignant neoplasm of fallopian tube","Mal neo fallopian tube",44836838,"Malignant neoplasm of fallopian tube","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"183.3","1833","Malignant neoplasm of broad ligament of uterus","Mal neo broad ligament",44824030,"Malignant neoplasm of broad ligament of uterus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"183.4","1834","Malignant neoplasm of parametrium","Malig neo parametrium",44819436,"Malignant neoplasm of parametrium","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"183.5","1835","Malignant neoplasm of round ligament of uterus","Mal neo round ligament",44824031,"Malignant neoplasm of round ligament of uterus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"183.8","1838","Malignant neoplasm of other specified sites of uterine adnexa","Mal neo adnexa NEC",44821732,"Malignant neoplasm of other specified sites of uterine adnexa","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"183.9","1839","Malignant neoplasm of uterine adnexa, unspecified site","Mal neo adnexa NOS",44832130,"Malignant neoplasm of uterine adnexa, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"184",NA,NA,NA,44822885,"Malignant neoplasm of other and unspecified female genital organs","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"184.0","1840","Malignant neoplasm of vagina","Malign neopl vagina",44827563,"Malignant neoplasm of vagina","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"184.1","1841","Malignant neoplasm of labia majora","Mal neo labia majora",44825208,"Malignant neoplasm of labia majora","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"184.2","1842","Malignant neoplasm of labia minora","Mal neo labia minora",44829814,"Malignant neoplasm of labia minora","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"184.3","1843","Malignant neoplasm of clitoris","Malign neopl clitoris",44828741,"Malignant neoplasm of clitoris","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"184.4","1844","Malignant neoplasm of vulva, unspecified site","Malign neopl vulva NOS",44822886,"Malignant neoplasm of vulva, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"184.8","1848","Malignant neoplasm of other specified sites of female genital organs","Mal neo female genit NEC",44819437,"Malignant neoplasm of other specified sites of female genital organs","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"184.9","1849","Malignant neoplasm of female genital organ, site unspecified","Mal neo female genit NOS",44825209,"Malignant neoplasm of female genital organ, site unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"185",NA,NA,NA,44822887,"Malignant neoplasm of prostate","Condition","ICD9CM","3-dig billing code","1970-01-01","2099-12-31"
"186",NA,NA,NA,44829815,"Malignant neoplasm of testis","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"186.0","1860","Malignant neoplasm of undescended testis","Mal neo undescend testis",44834495,"Malignant neoplasm of undescended testis","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"186.9","1869","Malignant neoplasm of other and unspecified testis","Malig neo testis NEC",44829816,"Malignant neoplasm of other and unspecified testis","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"187",NA,NA,NA,44824032,"Malignant neoplasm of penis and other male genital organs","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"187.1","1871","Malignant neoplasm of prepuce","Malign neopl prepuce",44820616,"Malignant neoplasm of prepuce","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"187.2","1872","Malignant neoplasm of glans penis","Malig neo glans penis",44835677,"Malignant neoplasm of glans penis","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"187.3","1873","Malignant neoplasm of body of penis","Malig neo penis body",44820617,"Malignant neoplasm of body of penis","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"187.4","1874","Malignant neoplasm of penis, part unspecified","Malig neo penis NOS",44834496,"Malignant neoplasm of penis, part unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"187.5","1875","Malignant neoplasm of epididymis","Malig neo epididymis",44826410,"Malignant neoplasm of epididymis","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"187.6","1876","Malignant neoplasm of spermatic cord","Mal neo spermatic cord",44820618,"Malignant neoplasm of spermatic cord","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"187.7","1877","Malignant neoplasm of scrotum","Malign neopl scrotum",44824033,"Malignant neoplasm of scrotum","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"187.8","1878","Malignant neoplasm of other specified sites of male genital organs","Mal neo male genital NEC",44825210,"Malignant neoplasm of other specified sites of male genital organs","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"187.9","1879","Malignant neoplasm of male genital organ, site unspecified","Mal neo male genital NOS",44834497,"Malignant neoplasm of male genital organ, site unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"188",NA,NA,NA,44824034,"Malignant neoplasm of bladder","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"188.0","1880","Malignant neoplasm of trigone of urinary bladder","Mal neo bladder-trigone",44821733,"Malignant neoplasm of trigone of urinary bladder","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"188.1","1881","Malignant neoplasm of dome of urinary bladder","Mal neo bladder-dome",44819438,"Malignant neoplasm of dome of urinary bladder","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"188.2","1882","Malignant neoplasm of lateral wall of urinary bladder","Mal neo bladder-lateral",44834498,"Malignant neoplasm of lateral wall of urinary bladder","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"188.3","1883","Malignant neoplasm of anterior wall of urinary bladder","Mal neo bladder-anterior",44836839,"Malignant neoplasm of anterior wall of urinary bladder","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"188.4","1884","Malignant neoplasm of posterior wall of urinary bladder","Mal neo bladder-post",44820619,"Malignant neoplasm of posterior wall of urinary bladder","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"188.5","1885","Malignant neoplasm of bladder neck","Mal neo bladder neck",44829817,"Malignant neoplasm of bladder neck","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"188.6","1886","Malignant neoplasm of ureteric orifice","Mal neo ureteric orifice",44835678,"Malignant neoplasm of ureteric orifice","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"188.7","1887","Malignant neoplasm of urachus","Malig neo urachus",44819439,"Malignant neoplasm of urachus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"188.8","1888","Malignant neoplasm of other specified sites of bladder","Malig neo bladder NEC",44822888,"Malignant neoplasm of other specified sites of bladder","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"188.9","1889","Malignant neoplasm of bladder, part unspecified","Malig neo bladder NOS",44836840,"Malignant neoplasm of bladder, part unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"189",NA,NA,NA,44826411,"Malignant neoplasm of kidney and other and unspecified urinary organs","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"189.0","1890","Malignant neoplasm of kidney, except pelvis","Malig neopl kidney",44819440,"Malignant neoplasm of kidney, except pelvis","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"189.1","1891","Malignant neoplasm of renal pelvis","Malig neo renal pelvis",44822889,"Malignant neoplasm of renal pelvis","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"189.2","1892","Malignant neoplasm of ureter","Malign neopl ureter",44825211,"Malignant neoplasm of ureter","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"189.3","1893","Malignant neoplasm of urethra","Malign neopl urethra",44827564,"Malignant neoplasm of urethra","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"189.4","1894","Malignant neoplasm of paraurethral glands","Mal neo paraurethral",44833302,"Malignant neoplasm of paraurethral glands","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"189.8","1898","Malignant neoplasm of other specified sites of urinary organs","Mal neo urinary NEC",44826412,"Malignant neoplasm of other specified sites of urinary organs","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"189.9","1899","Malignant neoplasm of urinary organ, site unspecified","Mal neo urinary NOS",44836841,"Malignant neoplasm of urinary organ, site unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"190",NA,NA,NA,44832131,"Malignant neoplasm of eye","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"190.0","1900","Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid","Malign neopl eyeball",44833303,"Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"190.1","1901","Malignant neoplasm of orbit","Malign neopl orbit",44835679,"Malignant neoplasm of orbit","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"190.2","1902","Malignant neoplasm of lacrimal gland","Mal neo lacrimal gland",44820620,"Malignant neoplasm of lacrimal gland","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"190.3","1903","Malignant neoplasm of conjunctiva","Mal neo conjunctiva",44829818,"Malignant neoplasm of conjunctiva","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"190.4","1904","Malignant neoplasm of cornea","Malign neopl cornea",44836842,"Malignant neoplasm of cornea","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"190.5","1905","Malignant neoplasm of retina","Malign neopl retina",44835680,"Malignant neoplasm of retina","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"190.6","1906","Malignant neoplasm of choroid","Malign neopl choroid",44833304,"Malignant neoplasm of choroid","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"190.7","1907","Malignant neoplasm of lacrimal duct","Mal neo lacrimal duct",44830985,"Malignant neoplasm of lacrimal duct","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"190.8","1908","Malignant neoplasm of other specified sites of eye","Malign neopl eye NEC",44835681,"Malignant neoplasm of other specified sites of eye","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"190.9","1909","Malignant neoplasm of eye, part unspecified","Malign neopl eye NOS",44822890,"Malignant neoplasm of eye, part unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"191",NA,NA,NA,44820621,"Malignant neoplasm of brain","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"191.0","1910","Malignant neoplasm of cerebrum, except lobes and ventricles","Malign neopl cerebrum",44830986,"Malignant neoplasm of cerebrum, except lobes and ventricles","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"191.1","1911","Malignant neoplasm of frontal lobe","Malig neo frontal lobe",44834499,"Malignant neoplasm of frontal lobe","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"191.2","1912","Malignant neoplasm of temporal lobe","Mal neo temporal lobe",44832132,"Malignant neoplasm of temporal lobe","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"191.3","1913","Malignant neoplasm of parietal lobe","Mal neo parietal lobe",44820622,"Malignant neoplasm of parietal lobe","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"191.4","1914","Malignant neoplasm of occipital lobe","Mal neo occipital lobe",44825212,"Malignant neoplasm of occipital lobe","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"191.5","1915","Malignant neoplasm of ventricles","Mal neo cereb ventricle",44836843,"Malignant neoplasm of ventricles","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"191.6","1916","Malignant neoplasm of cerebellum nos","Mal neo cerebellum NOS",44828742,"Malignant neoplasm of cerebellum nos","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"191.7","1917","Malignant neoplasm of brain stem","Mal neo brain stem",44821734,"Malignant neoplasm of brain stem","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"191.8","1918","Malignant neoplasm of other parts of brain","Malig neo brain NEC",44833305,"Malignant neoplasm of other parts of brain","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"191.9","1919","Malignant neoplasm of brain, unspecified","Malig neo brain NOS",44828743,"Malignant neoplasm of brain, unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"192",NA,NA,NA,44825213,"Malignant neoplasm of other and unspecified parts of nervous system","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
