"CODE_2","CODE","SHORT_DESCRIPTION","LONG_DESCRIPTION","CONCEPT_ID","CONCEPT_NAME","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","START_DATE","END_DATE"
"C82.19","C8219","Follicular lymphoma grade II, extrnod and solid organ sites","Follicular lymphoma grade II, extranodal and solid organ sites",45581234,"Follicular lymphoma grade II, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.1A",NA,NA,NA,1102862,"Follicular lymphoma grade II, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C82.2",NA,NA,NA,1567644,"Follicular lymphoma grade III, unspecified","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C82.20","C8220","Follicular lymphoma grade III, unspecified, unspecified site","Follicular lymphoma grade III, unspecified, unspecified site",45576350,"Follicular lymphoma grade III, unspecified, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.21","C8221","Foliclar lymph grade III, unsp, nodes of head, face, and nk","Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",45595700,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.22","C8222","Follicular lymphoma grade III, unsp, intrathorac lymph nodes","Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",45537853,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.23","C8223","Follicular lymphoma grade III, unsp, intra-abd lymph nodes","Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",45566630,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.24","C8224","Foliclar lymph grade III, unsp, nodes of axla and upper limb","Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",45595701,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.25","C8225","Foliclar lymph grade III, unsp, nodes of ing rgn and low lmb","Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",45547534,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.26","C8226","Follicular lymphoma grade III, unsp, intrapelvic lymph nodes","Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",45586032,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.27","C8227","Follicular lymphoma grade III, unspecified, spleen","Follicular lymphoma grade III, unspecified, spleen",45590935,"Follicular lymphoma grade III, unspecified, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.28","C8228","Follicular lymphoma grade III, unsp, lymph nodes mult site","Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",45586033,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.29","C8229","Foliclar lymph grade III, unsp, extrnod and solid org sites","Follicular lymphoma grade III, unspecified, extranodal and solid organ sites",45571552,"Follicular lymphoma grade III, unspecified, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.2A",NA,NA,NA,1102863,"Follicular lymphoma grade III, unspecified, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C82.3",NA,NA,NA,1567645,"Follicular lymphoma grade IIIa","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C82.30","C8230","Follicular lymphoma grade IIIa, unspecified site","Follicular lymphoma grade IIIa, unspecified site",45561844,"Follicular lymphoma grade IIIa, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.31","C8231","Foliclar lymphoma grade IIIa, nodes of head, face, and neck","Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",45552298,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.32","C8232","Follicular lymphoma grade IIIa, intrathoracic lymph nodes","Follicular lymphoma grade IIIa, intrathoracic lymph nodes",45542639,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.33","C8233","Follicular lymphoma grade IIIa, intra-abdominal lymph nodes","Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",45547535,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.34","C8234","Foliclar lymphoma grade IIIa, nodes of axilla and upper limb","Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",45532947,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.35","C8235","Foliclar lymph grade IIIa, nodes of ing rgn and lower limb","Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",45595702,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.36","C8236","Follicular lymphoma grade IIIa, intrapelvic lymph nodes","Follicular lymphoma grade IIIa, intrapelvic lymph nodes",45581235,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.37","C8237","Follicular lymphoma grade IIIa, spleen","Follicular lymphoma grade IIIa, spleen",45590937,"Follicular lymphoma grade IIIa, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.38","C8238","Follicular lymphoma grade IIIa, lymph nodes mult site","Follicular lymphoma grade IIIa, lymph nodes of multiple sites",45576351,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.39","C8239","Foliclar lymphoma grade IIIa, extrnod and solid organ sites","Follicular lymphoma grade IIIa, extranodal and solid organ sites",45557026,"Follicular lymphoma grade IIIa, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.3A",NA,NA,NA,1102864,"Follicular lymphoma grade IIIa, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C82.4",NA,NA,NA,1567646,"Follicular lymphoma grade IIIb","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C82.40","C8240","Follicular lymphoma grade IIIb, unspecified site","Follicular lymphoma grade IIIb, unspecified site",45586034,"Follicular lymphoma grade IIIb, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.41","C8241","Foliclar lymphoma grade IIIb, nodes of head, face, and neck","Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",45542640,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.42","C8242","Follicular lymphoma grade IIIb, intrathoracic lymph nodes","Follicular lymphoma grade IIIb, intrathoracic lymph nodes",45605299,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.43","C8243","Follicular lymphoma grade IIIb, intra-abdominal lymph nodes","Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",45532948,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.44","C8244","Foliclar lymphoma grade IIIb, nodes of axilla and upper limb","Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",45600542,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.45","C8245","Foliclar lymph grade IIIb, nodes of ing rgn and lower limb","Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",45542641,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.46","C8246","Follicular lymphoma grade IIIb, intrapelvic lymph nodes","Follicular lymphoma grade IIIb, intrapelvic lymph nodes",45566631,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.47","C8247","Follicular lymphoma grade IIIb, spleen","Follicular lymphoma grade IIIb, spleen",45537854,"Follicular lymphoma grade IIIb, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.48","C8248","Follicular lymphoma grade IIIb, lymph nodes mult site","Follicular lymphoma grade IIIb, lymph nodes of multiple sites",45576352,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.49","C8249","Foliclar lymphoma grade IIIb, extrnod and solid organ sites","Follicular lymphoma grade IIIb, extranodal and solid organ sites",45600543,"Follicular lymphoma grade IIIb, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.4A",NA,NA,NA,1102865,"Follicular lymphoma grade IIIb, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C82.5",NA,NA,NA,1567647,"Diffuse follicle center lymphoma","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C82.50","C8250","Diffuse follicle center lymphoma, unspecified site","Diffuse follicle center lymphoma, unspecified site",45600544,"Diffuse follicle center lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.51","C8251","Diffuse folicl center lymph, nodes of head, face, and neck","Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",45576354,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.52","C8252","Diffuse follicle center lymphoma, intrathoracic lymph nodes","Diffuse follicle center lymphoma, intrathoracic lymph nodes",45576355,"Diffuse follicle center lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.53","C8253","Diffuse follicle center lymphoma, intra-abd lymph nodes","Diffuse follicle center lymphoma, intra-abdominal lymph nodes",45586035,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.54","C8254","Diffuse folicl center lymph, nodes of axilla and upper limb","Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",45542642,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.55","C8255","Diffus folicl cntr lymph, nodes of ing region and lower limb","Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",45581236,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.56","C8256","Diffuse follicle center lymphoma, intrapelvic lymph nodes","Diffuse follicle center lymphoma, intrapelvic lymph nodes",45547536,"Diffuse follicle center lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.57","C8257","Diffuse follicle center lymphoma, spleen","Diffuse follicle center lymphoma, spleen",45537855,"Diffuse follicle center lymphoma, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.58","C8258","Diffuse follicle center lymphoma, lymph nodes mult site","Diffuse follicle center lymphoma, lymph nodes of multiple sites",45537856,"Diffuse follicle center lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.59","C8259","Diffuse folicl center lymph, extrnod and solid organ sites","Diffuse follicle center lymphoma, extranodal and solid organ sites",45537857,"Diffuse follicle center lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.5A",NA,NA,NA,1102866,"Diffuse follicle center lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C82.6",NA,NA,NA,1567648,"Cutaneous follicle center lymphoma","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C82.60","C8260","Cutaneous follicle center lymphoma, unspecified site","Cutaneous follicle center lymphoma, unspecified site",45547537,"Cutaneous follicle center lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.61","C8261","Cutan folicl center lymphoma, nodes of head, face, and neck","Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck",45605301,"Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.62","C8262","Cutaneous follicle center lymphoma, intrathorac lymph nodes","Cutaneous follicle center lymphoma, intrathoracic lymph nodes",45532949,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.63","C8263","Cutaneous follicle center lymphoma, intra-abd lymph nodes","Cutaneous follicle center lymphoma, intra-abdominal lymph nodes",45605302,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.64","C8264","Cutan folicl center lymphoma, nodes of axilla and upper limb","Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",45566632,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.65","C8265","Cutan folicl cntr lymph, nodes of ing region and lower limb","Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",45586036,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.66","C8266","Cutaneous follicle center lymphoma, intrapelvic lymph nodes","Cutaneous follicle center lymphoma, intrapelvic lymph nodes",45581237,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.67","C8267","Cutaneous follicle center lymphoma, spleen","Cutaneous follicle center lymphoma, spleen",45571553,"Cutaneous follicle center lymphoma, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.68","C8268","Cutaneous follicle center lymphoma, lymph nodes mult site","Cutaneous follicle center lymphoma, lymph nodes of multiple sites",45600545,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.69","C8269","Cutan folicl center lymphoma, extrnod and solid organ sites","Cutaneous follicle center lymphoma, extranodal and solid organ sites",45576356,"Cutaneous follicle center lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.6A",NA,NA,NA,1102867,"Cutaneous follicle center lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C82.70",NA,NA,NA,35206335,"Other types of follicular non-Hodgkin's lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C82.71",NA,NA,NA,35206336,"Other types of follicular non-Hodgkin's lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C82.72",NA,NA,NA,35206337,"Other types of follicular non-Hodgkin's lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C82.73",NA,NA,NA,35206338,"Other types of follicular non-Hodgkin's lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C82.74",NA,NA,NA,35206339,"Other types of follicular non-Hodgkin's lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C82.75",NA,NA,NA,35206340,"Other types of follicular non-Hodgkin's lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C82.76",NA,NA,NA,35206341,"Other types of follicular non-Hodgkin's lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C82.77",NA,NA,NA,35206342,"Other types of follicular non-Hodgkin's lymphoma, spleen","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C82.78",NA,NA,NA,35206343,"Other types of follicular non-Hodgkin's lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C82.79",NA,NA,NA,35206344,"Other types of follicular non-Hodgkin's lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C82.8",NA,NA,NA,1567649,"Other types of follicular lymphoma","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C82.80","C8280","Other types of follicular lymphoma, unspecified site","Other types of follicular lymphoma, unspecified site",45547538,"Other types of follicular lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.81","C8281","Oth types of foliclar lymph, nodes of head, face, and neck","Other types of follicular lymphoma, lymph nodes of head, face, and neck",45595703,"Other types of follicular lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.82","C8282","Oth types of follicular lymphoma, intrathoracic lymph nodes","Other types of follicular lymphoma, intrathoracic lymph nodes",45542643,"Other types of follicular lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.83","C8283","Oth types of follicular lymphoma, intra-abd lymph nodes","Other types of follicular lymphoma, intra-abdominal lymph nodes",45586037,"Other types of follicular lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.84","C8284","Oth types of foliclar lymph, nodes of axilla and upper limb","Other types of follicular lymphoma, lymph nodes of axilla and upper limb",45586038,"Other types of follicular lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.85","C8285","Oth types of foliclar lymph, nodes of ing rgn and lower limb","Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb",45561845,"Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.86","C8286","Other types of follicular lymphoma, intrapelvic lymph nodes","Other types of follicular lymphoma, intrapelvic lymph nodes",45542644,"Other types of follicular lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.87","C8287","Other types of follicular lymphoma, spleen","Other types of follicular lymphoma, spleen",45561846,"Other types of follicular lymphoma, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.88","C8288","Oth types of follicular lymphoma, lymph nodes mult site","Other types of follicular lymphoma, lymph nodes of multiple sites",45532950,"Other types of follicular lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.89","C8289","Oth types of foliclar lymph, extrnod and solid organ sites","Other types of follicular lymphoma, extranodal and solid organ sites",45561847,"Other types of follicular lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.8A",NA,NA,NA,1102868,"Other types of follicular lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C82.9",NA,NA,NA,1567650,"Follicular lymphoma, unspecified","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C82.90","C8290","Follicular lymphoma, unspecified, unspecified site","Follicular lymphoma, unspecified, unspecified site",45552300,"Follicular lymphoma, unspecified, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.91","C8291","Follicular lymphoma, unsp, nodes of head, face, and neck","Follicular lymphoma, unspecified, lymph nodes of head, face, and neck",45542645,"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.92","C8292","Follicular lymphoma, unspecified, intrathoracic lymph nodes","Follicular lymphoma, unspecified, intrathoracic lymph nodes",45581238,"Follicular lymphoma, unspecified, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.93","C8293","Follicular lymphoma, unsp, intra-abdominal lymph nodes","Follicular lymphoma, unspecified, intra-abdominal lymph nodes",45590938,"Follicular lymphoma, unspecified, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.94","C8294","Follicular lymphoma, unsp, nodes of axilla and upper limb","Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb",45581239,"Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.95","C8295","Foliclar lymphoma, unsp, nodes of ing region and lower limb","Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb",45566633,"Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.96","C8296","Follicular lymphoma, unspecified, intrapelvic lymph nodes","Follicular lymphoma, unspecified, intrapelvic lymph nodes",45552301,"Follicular lymphoma, unspecified, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.97","C8297","Follicular lymphoma, unspecified, spleen","Follicular lymphoma, unspecified, spleen",45561848,"Follicular lymphoma, unspecified, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.98","C8298","Follicular lymphoma, unsp, lymph nodes of multiple sites","Follicular lymphoma, unspecified, lymph nodes of multiple sites",45552302,"Follicular lymphoma, unspecified, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.99","C8299","Follicular lymphoma, unsp, extranodal and solid organ sites","Follicular lymphoma, unspecified, extranodal and solid organ sites",45561849,"Follicular lymphoma, unspecified, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C82.9A",NA,NA,NA,1102869,"Follicular lymphoma, unspecified, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C83",NA,NA,NA,1567651,"Non-follicular lymphoma","Condition","ICD10CM","3-char nonbill code","2012-01-01","2099-12-31"
"C83.0",NA,NA,NA,1567652,"Small cell B-cell lymphoma","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C83.00","C8300","Small cell B-cell lymphoma, unspecified site","Small cell B-cell lymphoma, unspecified site",45600547,"Small cell B-cell lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.01","C8301","Small cell B-cell lymphoma, nodes of head, face, and neck","Small cell B-cell lymphoma, lymph nodes of head, face, and neck",45561850,"Small cell B-cell lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.02","C8302","Small cell B-cell lymphoma, intrathoracic lymph nodes","Small cell B-cell lymphoma, intrathoracic lymph nodes",45537858,"Small cell B-cell lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.03","C8303","Small cell B-cell lymphoma, intra-abdominal lymph nodes","Small cell B-cell lymphoma, intra-abdominal lymph nodes",45605304,"Small cell B-cell lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.04","C8304","Small cell B-cell lymphoma, nodes of axilla and upper limb","Small cell B-cell lymphoma, lymph nodes of axilla and upper limb",45605305,"Small cell B-cell lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.05","C8305","Small cell B-cell lymph, nodes of ing region and lower limb","Small cell B-cell lymphoma, lymph nodes of inguinal region and lower limb",45590940,"Small cell B-cell lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.06","C8306","Small cell B-cell lymphoma, intrapelvic lymph nodes","Small cell B-cell lymphoma, intrapelvic lymph nodes",45605306,"Small cell B-cell lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.07","C8307","Small cell B-cell lymphoma, spleen","Small cell B-cell lymphoma, spleen",45566634,"Small cell B-cell lymphoma, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.08","C8308","Small cell B-cell lymphoma, lymph nodes of multiple sites","Small cell B-cell lymphoma, lymph nodes of multiple sites",45590941,"Small cell B-cell lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.09","C8309","Small cell B-cell lymphoma, extranodal and solid organ sites","Small cell B-cell lymphoma, extranodal and solid organ sites",45537859,"Small cell B-cell lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.0A",NA,NA,NA,1102870,"Small cell B-cell lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C83.1",NA,NA,NA,1567653,"Mantle cell lymphoma","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C83.10","C8310","Mantle cell lymphoma, unspecified site","Mantle cell lymphoma, unspecified site",45576357,"Mantle cell lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.11","C8311","Mantle cell lymphoma, lymph nodes of head, face, and neck","Mantle cell lymphoma, lymph nodes of head, face, and neck",45586039,"Mantle cell lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.12","C8312","Mantle cell lymphoma, intrathoracic lymph nodes","Mantle cell lymphoma, intrathoracic lymph nodes",45600548,"Mantle cell lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.13","C8313","Mantle cell lymphoma, intra-abdominal lymph nodes","Mantle cell lymphoma, intra-abdominal lymph nodes",45586040,"Mantle cell lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.14","C8314","Mantle cell lymphoma, lymph nodes of axilla and upper limb","Mantle cell lymphoma, lymph nodes of axilla and upper limb",45590942,"Mantle cell lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.15","C8315","Mantle cell lymphoma, nodes of ing region and lower limb","Mantle cell lymphoma, lymph nodes of inguinal region and lower limb",45586041,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.16","C8316","Mantle cell lymphoma, intrapelvic lymph nodes","Mantle cell lymphoma, intrapelvic lymph nodes",45547539,"Mantle cell lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C83.17","C8317","Mantle cell lymphoma, spleen","Mantle cell lymphoma, spleen",45586042,"Mantle cell lymphoma, spleen","Condition","ICD10CM","5-char billing code","2014-07-01","2099-12-31"
"C83.18","C8318","Mantle cell lymphoma, lymph nodes of multiple sites","Mantle cell lymphoma, lymph nodes of multiple sites",45595704,"Mantle cell lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
