DIAGNOSIS_CODE_ATHENA,DIAGNOSIS_CODE_MEDICARE,SHORT_NAME_MEDICARE,CONCEPT_NAME_MEDICARE,CONCEPT_ID,CONCEPT_NAME_ATHENA,DOMAIN_ID,VOCABULARY_ID,CONCEPT_CLASS_ID,START_DATE,END_DATE,PREV_DOC_FLAG
D61.810,D61810,Antineoplastic chemotherapy induced pancytopenia,Antineoplastic chemotherapy induced pancytopenia,45591012,Antineoplastic chemotherapy induced pancytopenia,Condition,ICD10CM,6-char billing code,12/30/2006,12/31/2099,FALSE
D61.811,D61811,Other drug-induced pancytopenia,Other drug-induced pancytopenia,45591013,Other drug-induced pancytopenia,Condition,ICD10CM,6-char billing code,12/30/2006,12/31/2099,FALSE
D61.818,D61818,Other pancytopenia,Other pancytopenia,45595770,Other pancytopenia,Condition,ICD10CM,6-char billing code,12/30/2006,12/31/2099,FALSE
D61.82,D6182,Myelophthisis,Myelophthisis,45537922,Myelophthisis,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D61.89,D6189,Oth aplastic anemias and other bone marrow failure syndromes,Other specified aplastic anemias and other bone marrow failure syndromes,45557088,Other specified aplastic anemias and other bone marrow failure syndromes,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D61.9,D619,"Aplastic anemia, unspecified","Aplastic anemia, unspecified",35206747,"Aplastic anemia, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D62,NA,NA,NA,35206748,Acute posthemorrhagic anemia,Condition,ICD10CM,3-char billing code,1/1/2007,12/31/2099,FALSE
D63,NA,NA,NA,1567857,Anemia in chronic diseases classified elsewhere,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,FALSE
D63.0,D630,Anemia in neoplastic disease,Anemia in neoplastic disease                                                                                                                                                                                                                                    ,35206749,Anemia in neoplastic disease,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D63.1,D631,Anemia in chronic kidney disease,Anemia in chronic kidney disease,45557089,Anemia in chronic kidney disease,Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,FALSE
D63.8,D638,Anemia in other chronic diseases classified elsewhere,Anemia in other chronic diseases classified elsewhere                                                                                                                                                                                                           ,35206750,Anemia in other chronic diseases classified elsewhere,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D64,NA,NA,NA,1567858,Other anemias,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,FALSE
D64.0,D640,Hereditary sideroblastic anemia,Hereditary sideroblastic anemia                                                                                                                                                                                                                                 ,35206751,Hereditary sideroblastic anemia,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D64.1,D641,Secondary sideroblastic anemia due to disease,Secondary sideroblastic anemia due to disease                                                                                                                                                                                                                   ,35206752,Secondary sideroblastic anemia due to disease,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D64.2,D642,Secondary sideroblastic anemia due to drugs and toxins,Secondary sideroblastic anemia due to drugs and toxins                                                                                                                                                                                                          ,35206753,Secondary sideroblastic anemia due to drugs and toxins,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D64.3,D643,Other sideroblastic anemias,Other sideroblastic anemias                                                                                                                                                                                                                                     ,35206754,Other sideroblastic anemias,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D64.4,D644,Congenital dyserythropoietic anemia,Congenital dyserythropoietic anemia                                                                                                                                                                                                                             ,35206755,Congenital dyserythropoietic anemia,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D64.8,NA,NA,NA,35206756,Other specified anemias,Condition,ICD10CM,4-char nonbill code,1/1/2007,12/31/2099,FALSE
D64.81,D6481,Anemia due to antineoplastic chemotherapy,Anemia due to antineoplastic chemotherapy                                                                                                                                                                                                                       ,45600609,Anemia due to antineoplastic chemotherapy,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D64.89,D6489,Other specified anemias,Other specified anemias                                                                                                                                                                                                                                         ,45586119,Other specified anemias,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D64.9,D649,"Anemia, unspecified","Anemia, unspecified                                                                                                                                                                                                                                             ",35206757,"Anemia, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D65,NA,NA,NA,35206758,Disseminated intravascular coagulation [defibrination syndrome],Condition,ICD10CM,3-char billing code,1/1/2007,12/31/2099,FALSE
D66,NA,NA,NA,35206759,Hereditary factor VIII deficiency,Condition,ICD10CM,3-char billing code,1/1/2007,12/31/2099,FALSE
D67,NA,NA,NA,35206760,Hereditary factor IX deficiency,Condition,ICD10CM,3-char billing code,1/1/2007,12/31/2099,FALSE
D68,NA,NA,NA,1567859,Other coagulation defects,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,FALSE
D68.0,D680,Von Willebrand's disease,Von Willebrand's disease,35206761,Von Willebrand disease,Condition,ICD10CM,4-char nonbill code,1/1/2007,12/31/2099,FALSE
D68.00,D6800,"Von Willebrand disease, unspecified","Von Willebrand disease, unspecified",37402342,"Von Willebrand disease, unspecified",Condition,ICD10CM,5-char billing code,10/1/2022,12/31/2099,FALSE
D68.01,D6801,"Von Willebrand disease, type 1","Von Willebrand disease, type 1",37402343,"Von Willebrand disease, type 1",Condition,ICD10CM,5-char billing code,10/1/2022,12/31/2099,FALSE
D68.02,NA,NA,NA,37402344,"Von Willebrand disease, type 2",Condition,ICD10CM,5-char nonbill code,10/1/2022,12/31/2099,FALSE
D68.020,D68020,"Von Willebrand disease, type 2A","Von Willebrand disease, type 2A",37402345,"Von Willebrand disease, type 2A",Condition,ICD10CM,6-char billing code,10/1/2022,12/31/2099,FALSE
D68.021,D68021,"Von Willebrand disease, type 2B","Von Willebrand disease, type 2B",37402346,"Von Willebrand disease, type 2B",Condition,ICD10CM,6-char billing code,10/1/2022,12/31/2099,FALSE
D68.022,D68022,"Von Willebrand disease, type 2M","Von Willebrand disease, type 2M",37402347,"Von Willebrand disease, type 2M",Condition,ICD10CM,6-char billing code,10/1/2022,12/31/2099,FALSE
D68.023,D68023,"Von Willebrand disease, type 2N","Von Willebrand disease, type 2N",37402348,"Von Willebrand disease, type 2N",Condition,ICD10CM,6-char billing code,10/1/2022,12/31/2099,FALSE
D68.029,D68029,"Von Willebrand disease, type 2, unspecified","Von Willebrand disease, type 2, unspecified",37402349,"Von Willebrand disease, type 2, unspecified",Condition,ICD10CM,6-char billing code,10/1/2022,12/31/2099,FALSE
D68.03,D6803,"Von Willebrand disease, type 3","Von Willebrand disease, type 3",37402350,"Von Willebrand disease, type 3",Condition,ICD10CM,5-char billing code,10/1/2022,12/31/2099,FALSE
D68.04,D6804,Acquired von Willebrand disease,Acquired von Willebrand disease,37402351,Acquired von Willebrand disease,Condition,ICD10CM,5-char billing code,10/1/2022,12/31/2099,FALSE
D68.09,D6809,Other von Willebrand disease,Other von Willebrand disease,37402352,Other von Willebrand disease,Condition,ICD10CM,5-char billing code,10/1/2022,12/31/2099,FALSE
D68.1,D681,Hereditary factor XI deficiency,Hereditary factor XI deficiency,35206762,Hereditary factor XI deficiency,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D68.2,D682,Hereditary deficiency of other clotting factors,Hereditary deficiency of other clotting factors,35206763,Hereditary deficiency of other clotting factors,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D68.3,NA,NA,NA,1567860,Hemorrhagic disorder due to circulating anticoagulants,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,FALSE
D68.31,NA,NA,NA,45552359,"Hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors",Condition,ICD10CM,5-char nonbill code,1/1/1970,12/31/2099,FALSE
D68.311,D68311,Acquired hemophilia,Acquired hemophilia,45605379,Acquired hemophilia,Condition,ICD10CM,6-char billing code,12/30/2006,12/31/2099,FALSE
D68.312,D68312,Antiphospholipid antibody with hemorrhagic disorder,Antiphospholipid antibody with hemorrhagic disorder,45557090,Antiphospholipid antibody with hemorrhagic disorder,Condition,ICD10CM,6-char billing code,12/30/2006,12/31/2099,FALSE
D68.318,D68318,"Oth hemorrhagic disord d/t intrns circ anticoag,antib,inhib","Other hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors",45576410,"Other hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors",Condition,ICD10CM,6-char billing code,12/30/2006,12/31/2099,FALSE
D68.32,D6832,Hemorrhagic disord d/t extrinsic circulating anticoagulants,Hemorrhagic disorder due to extrinsic circulating anticoagulants,45561928,Hemorrhagic disorder due to extrinsic circulating anticoagulants,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D68.4,D684,Acquired coagulation factor deficiency,Acquired coagulation factor deficiency,35206764,Acquired coagulation factor deficiency,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D68.5,NA,NA,NA,1567861,Primary thrombophilia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,FALSE
D68.51,D6851,Activated protein C resistance,Activated protein C resistance,45537927,Activated protein C resistance,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D68.52,D6852,Prothrombin gene mutation,Prothrombin gene mutation,45561929,Prothrombin gene mutation,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D68.59,D6859,Other primary thrombophilia,Other primary thrombophilia,45571638,Other primary thrombophilia,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D68.6,NA,NA,NA,1567862,Other thrombophilia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,FALSE
D68.61,D6861,Antiphospholipid syndrome,Antiphospholipid syndrome,45552361,Antiphospholipid syndrome,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D68.62,D6862,Lupus anticoagulant syndrome,Lupus anticoagulant syndrome,45595772,Lupus anticoagulant syndrome,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D68.69,D6869,Other thrombophilia,Other thrombophilia,45571639,Other thrombophilia,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D68.8,D688,Other specified coagulation defects,Other specified coagulation defects,35206765,Other specified coagulation defects,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D68.9,D689,"Coagulation defect, unspecified","Coagulation defect, unspecified",35206766,"Coagulation defect, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D69,NA,NA,NA,1567863,Purpura and other hemorrhagic conditions,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,FALSE
D69.0,D690,Allergic purpura,Allergic purpura,35206767,Allergic purpura,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D69.1,D691,Qualitative platelet defects,Qualitative platelet defects,35206768,Qualitative platelet defects,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D69.2,D692,Other nonthrombocytopenic purpura,Other nonthrombocytopenic purpura,35206769,Other nonthrombocytopenic purpura,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D69.3,D693,Immune thrombocytopenic purpura,Immune thrombocytopenic purpura,35206770,Immune thrombocytopenic purpura,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D69.4,NA,NA,NA,1567864,Other primary thrombocytopenia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,FALSE
D69.41,D6941,Evans syndrome,Evans syndrome,45557091,Evans syndrome,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D69.42,D6942,Congenital and hereditary thrombocytopenia purpura,Congenital and hereditary thrombocytopenia purpura,45571640,Congenital and hereditary thrombocytopenia purpura,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D69.49,D6949,Other primary thrombocytopenia,Other primary thrombocytopenia,45542714,Other primary thrombocytopenia,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D69.5,NA,NA,NA,35206771,Secondary thrombocytopenia,Condition,ICD10CM,4-char nonbill code,1/1/2007,12/31/2099,FALSE
D69.51,D6951,Posttransfusion purpura,Posttransfusion purpura,45586120,Posttransfusion purpura,Condition,ICD10CM,5-char billing code,12/30/2006,12/31/2099,FALSE
D69.59,D6959,Other secondary thrombocytopenia,Other secondary thrombocytopenia,45576412,Other secondary thrombocytopenia,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D69.6,D696,"Thrombocytopenia, unspecified","Thrombocytopenia, unspecified",35206772,"Thrombocytopenia, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D69.8,D698,Other specified hemorrhagic conditions,Other specified hemorrhagic conditions,35206773,Other specified hemorrhagic conditions,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D69.9,D699,"Hemorrhagic condition, unspecified","Hemorrhagic condition, unspecified",35206774,"Hemorrhagic condition, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D70,NA,NA,NA,1567865,Neutropenia,Measurement,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
D70.0,D700,Congenital agranulocytosis,Congenital agranulocytosis,45532997,Congenital agranulocytosis,Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
D70.1,D701,Agranulocytosis secondary to cancer chemotherapy,Agranulocytosis secondary to cancer chemotherapy,45537931,Agranulocytosis secondary to cancer chemotherapy,Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
D70.2,D702,Other drug-induced agranulocytosis,Other drug-induced agranulocytosis,45581328,Other drug-induced agranulocytosis,Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
D70.3,D703,Neutropenia due to infection,Neutropenia due to infection,45552363,Neutropenia due to infection,Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
D70.4,D704,Cyclic neutropenia,Cyclic neutropenia,45557093,Cyclic neutropenia,Condition,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
D70.8,D708,Other neutropenia,Other neutropenia,45547611,Other neutropenia,Measurement,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
D70.9,D709,"Neutropenia, unspecified","Neutropenia, unspecified",45557094,"Neutropenia, unspecified",Measurement,ICD10CM,4-char billing code,1/1/1970,12/31/2099,TRUE
D71,NA,NA,NA,35206775,Functional disorders of polymorphonuclear neutrophils,Condition,ICD10CM,3-char billing code,1/1/2007,12/31/2099,FALSE
D72,NA,NA,NA,1567866,Other disorders of white blood cells,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,FALSE
D72.0,D720,Genetic anomalies of leukocytes,Genetic anomalies of leukocytes,35206776,Genetic anomalies of leukocytes,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D72.1,D721,Eosinophilia,Eosinophilia,35206777,Eosinophilia,Measurement,ICD10CM,4-char nonbill code,1/1/2007,12/31/2099,FALSE
D72.10,D7210,"Eosinophilia, unspecified","Eosinophilia, unspecified",725243,"Eosinophilia, unspecified",Measurement,ICD10CM,5-char billing code,1/1/2021,12/31/2099,FALSE
D72.11,NA,NA,NA,725244,Hypereosinophilic syndrome [HES],Condition,ICD10CM,5-char nonbill code,1/1/2021,12/31/2099,FALSE
D72.110,D72110,Idiopathic hypereosinophilic syndrome [IHES],Idiopathic hypereosinophilic syndrome [IHES],725245,Idiopathic hypereosinophilic syndrome [IHES],Condition,ICD10CM,6-char billing code,1/1/2021,12/31/2099,FALSE
D72.111,D72111,Lymphocytic Variant Hypereosinophilic Syndrome [LHES],Lymphocytic Variant Hypereosinophilic Syndrome [LHES],725246,Lymphocytic Variant Hypereosinophilic Syndrome [LHES],Condition,ICD10CM,6-char billing code,1/1/2021,12/31/2099,FALSE
D72.118,D72118,Other hypereosinophilic syndrome,Other hypereosinophilic syndrome,725247,Other hypereosinophilic syndrome,Condition,ICD10CM,6-char billing code,1/1/2021,12/31/2099,FALSE
D72.119,D72119,"Hypereosinophilic syndrome [HES], unspecified","Hypereosinophilic syndrome [HES], unspecified",725248,"Hypereosinophilic syndrome [HES], unspecified",Condition,ICD10CM,6-char billing code,1/1/2021,12/31/2099,FALSE
D72.12,D7212,Drug rash with eosinophilia and systemic symptoms syndrome,Drug rash with eosinophilia and systemic symptoms syndrome,725249,Drug rash with eosinophilia and systemic symptoms syndrome,Condition,ICD10CM,5-char billing code,1/1/2021,12/31/2099,FALSE
D72.18,D7218,Eosinophilia in diseases classified elsewhere,Eosinophilia in diseases classified elsewhere,725250,Eosinophilia in diseases classified elsewhere,Measurement,ICD10CM,5-char billing code,1/1/2021,12/31/2099,FALSE
D72.19,D7219,Other eosinophilia,Other eosinophilia,725251,Other eosinophilia,Measurement,ICD10CM,5-char billing code,1/1/2021,12/31/2099,FALSE
D72.8,NA,NA,NA,1567867,Other specified disorders of white blood cells,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,FALSE
D72.81,NA,NA,NA,1567868,Decreased white blood cell count,Measurement,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,FALSE
D72.810,D72810,Lymphocytopenia,Lymphocytopenia,45552365,Lymphocytopenia,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.818,D72818,Other decreased white blood cell count,Other decreased white blood cell count,45576413,Other decreased white blood cell count,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.819,D72819,"Decreased white blood cell count, unspecified","Decreased white blood cell count, unspecified",45566711,"Decreased white blood cell count, unspecified",Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.82,NA,NA,NA,1567869,Elevated white blood cell count,Measurement,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,FALSE
D72.820,D72820,Lymphocytosis (symptomatic),Lymphocytosis (symptomatic),45605380,Lymphocytosis (symptomatic),Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.821,D72821,Monocytosis (symptomatic),Monocytosis (symptomatic),45595774,Monocytosis (symptomatic),Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.822,D72822,Plasmacytosis,Plasmacytosis,45581329,Plasmacytosis,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.823,D72823,Leukemoid reaction,Leukemoid reaction,45547612,Leukemoid reaction,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.824,D72824,Basophilia,Basophilia,45537932,Basophilia,Measurement,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.825,D72825,Bandemia,Bandemia,45557095,Bandemia,Measurement,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.828,D72828,Other elevated white blood cell count,Other elevated white blood cell count,45542715,Other elevated white blood cell count,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.829,D72829,"Elevated white blood cell count, unspecified","Elevated white blood cell count, unspecified",45537933,"Elevated white blood cell count, unspecified",Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,FALSE
D72.89,D7289,Other specified disorders of white blood cells,Other specified disorders of white blood cells,45542716,Other specified disorders of white blood cells,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D72.9,D729,"Disorder of white blood cells, unspecified","Disorder of white blood cells, unspecified",35206778,"Disorder of white blood cells, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D73,NA,NA,NA,1567870,Diseases of spleen,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,FALSE
D73.0,D730,Hyposplenism,Hyposplenism,35206779,Hyposplenism,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D73.1,D731,Hypersplenism,Hypersplenism,35206780,Hypersplenism,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D73.2,D732,Chronic congestive splenomegaly,Chronic congestive splenomegaly,35206781,Chronic congestive splenomegaly,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D73.3,D733,Abscess of spleen,Abscess of spleen,35206782,Abscess of spleen,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D73.4,D734,Cyst of spleen,Cyst of spleen,35206783,Cyst of spleen,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D73.5,D735,Infarction of spleen,Infarction of spleen,35206784,Infarction of spleen,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D73.8,NA,NA,NA,1567871,Other diseases of spleen,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,FALSE
D73.81,D7381,Neutropenic splenomegaly,Neutropenic splenomegaly,45576415,Neutropenic splenomegaly,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D73.89,D7389,Other diseases of spleen,Other diseases of spleen,45586122,Other diseases of spleen,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D73.9,D739,"Disease of spleen, unspecified","Disease of spleen, unspecified",35206785,"Disease of spleen, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D74,NA,NA,NA,1567872,Methemoglobinemia,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,FALSE
D74.0,D740,Congenital methemoglobinemia,Congenital methemoglobinemia,35206786,Congenital methemoglobinemia,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D74.8,D748,Other methemoglobinemias,Other methemoglobinemias,35206787,Other methemoglobinemias,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D74.9,D749,"Methemoglobinemia, unspecified","Methemoglobinemia, unspecified",35206788,"Methemoglobinemia, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D75,NA,NA,NA,1567873,Other and unspecified diseases of blood and blood-forming organs,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,FALSE
D75.0,D750,Familial erythrocytosis,Familial erythrocytosis,35206789,Familial erythrocytosis,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D75.1,D751,Secondary polycythemia,Secondary polycythemia,35206790,Secondary polycythemia,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D75.2,NA,NA,NA,35206791,Essential thrombocytosis,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2009,FALSE
D75.8,NA,NA,NA,1567874,Other specified diseases of blood and blood-forming organs,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,FALSE
D75.81,D7581,Myelofibrosis,Myelofibrosis,45605385,Myelofibrosis,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
D75.82,D7582,Heparin induced thrombocytopenia (HIT),Heparin induced thrombocytopenia (HIT),45537936,Heparin induced thrombocytopenia (HIT),Condition,ICD10CM,5-char nonbill code,1/1/1970,12/31/2099,FALSE
D75.821,D75821,Non-immune heparin-induced thrombocytopenia,Non-immune heparin-induced thrombocytopenia,37402353,Non-immune heparin-induced thrombocytopenia,Condition,ICD10CM,6-char billing code,10/1/2022,12/31/2099,FALSE
D75.822,D75822,Immune-mediated heparin-induced thrombocytopenia,Immune-mediated heparin-induced thrombocytopenia,37402354,Immune-mediated heparin-induced thrombocytopenia,Condition,ICD10CM,6-char billing code,10/1/2022,12/31/2099,FALSE
D75.828,D75828,Other heparin-induced thrombocytopenia syndrome,Other heparin-induced thrombocytopenia syndrome,37402355,Other heparin-induced thrombocytopenia syndrome,Condition,ICD10CM,6-char billing code,10/1/2022,12/31/2099,FALSE
D75.829,D75829,"Heparin-induced thrombocytopenia, unspecified","Heparin-induced thrombocytopenia, unspecified",37402356,"Heparin-induced thrombocytopenia, unspecified",Condition,ICD10CM,6-char billing code,10/1/2022,12/31/2099,FALSE
D75.83,NA,NA,NA,766344,Thrombocytosis,Condition,ICD10CM,5-char nonbill code,10/1/2021,12/31/2099,FALSE
D75.838,D75838,Other thrombocytosis,Other thrombocytosis,766345,Other thrombocytosis,Condition,ICD10CM,6-char billing code,10/1/2021,12/31/2099,FALSE
D75.839,D75839,"Thrombocytosis, unspecified","Thrombocytosis, unspecified",766346,"Thrombocytosis, unspecified",Condition,ICD10CM,6-char billing code,10/1/2021,12/31/2099,FALSE
D75.84,D7584,Other platelet-activating anti-PF4 disorders,Other platelet-activating anti-PF4 disorders,37402357,Other platelet-activating anti-PF4 disorders,Condition,ICD10CM,5-char billing code,10/1/2022,12/31/2099,FALSE
D75.89,D7589,Other specified diseases of blood and blood-forming organs,Other specified diseases of blood and blood-forming organs,45542717,Other specified diseases of blood and blood-forming organs,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
D75.9,D759,"Disease of blood and blood-forming organs, unspecified","Disease of blood and blood-forming organs, unspecified",35206792,"Disease of blood and blood-forming organs, unspecified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,TRUE
D75.A,D75A,Glucose-6-phosphate dehydrgnse (G6PD) defic without anemia,Glucose-6-phosphate dehydrgnse (G6PD) defic without anemia,1553744,Glucose-6-phosphate dehydrogenase (G6PD) deficiency without anemia,Condition,ICD10CM,4-char billing code,1/1/2020,12/31/2099,FALSE
D76,NA,NA,NA,1567875,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,FALSE
D76.0,NA,NA,NA,35206793,"Langerhans' cell histiocytosis, not elsewhere classified",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2009,FALSE
D76.1,D761,Hemophagocytic lymphohistiocytosis,Hemophagocytic lymphohistiocytosis,35206794,Hemophagocytic lymphohistiocytosis,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D76.2,D762,"Hemophagocytic syndrome, infection-associated","Hemophagocytic syndrome, infection-associated",35206795,"Hemophagocytic syndrome, infection-associated",Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D76.3,D763,Other histiocytosis syndromes,Other histiocytosis syndromes,35206796,Other histiocytosis syndromes,Condition,ICD10CM,4-char billing code,1/1/2007,12/31/2099,FALSE
D77,NA,NA,NA,35206797,Other disorders of blood and blood-forming organs in diseases classified elsewhere,Condition,ICD10CM,3-char billing code,1/1/2007,12/31/2099,FALSE
