"DX_CODE_2","CODE","LONG_DESCRIPTION","SHORT_DESCRIPTION","CONCEPT_ID","CONCEPT_NAME","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","START_DATE","END_DATE","PREV_DOC_FLAG"
"647.23","64723","Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","Other vd-antepartum",44822094,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.24","64724","Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication","Other vd-postpartum",44836082,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.3",NA,NA,NA,44822095,"Tuberculosis complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"647.30","64730","Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","TB in preg-unspecified",44830219,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.31","64731","Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","Tuberculosis-delivered",44824403,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.32","64732","Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","Tuberculosis-deliv w p/p",44834889,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.33","64733","Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","Tuberculosis-antepartum",44833721,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.34","64734","Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication","Tuberculosis-postpartum",44823239,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.4",NA,NA,NA,44822096,"Malaria complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"647.40","64740","Malaria in the mother, unspecified as to episode of care or not applicable","Malaria in preg-unspec",44821024,"Malaria in the mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.41","64741","Malaria in the mother, delivered, with or without mention of antepartum condition","Malaria-delivered",44821025,"Malaria in the mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.42","64742","Malaria in the mother, delivered, with mention of postpartum complication","Malaria-delivered w p/p",44826782,"Malaria in the mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.43","64743","Malaria in the mother, antepartum condition or complication","Malaria-antepartum",44830220,"Malaria in the mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.44","64744","Malaria in the mother, postpartum condition or complication","Malaria-postpartum",44826783,"Malaria in the mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.5",NA,NA,NA,44823240,"Rubella complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"647.50","64750","Rubella in the mother, unspecified as to episode of care or not applicable","Rubella in preg-unspec",44823241,"Rubella in the mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.51","64751","Rubella in the mother, delivered, with or without mention of antepartum condition","Rubella-delivered",44837243,"Rubella in the mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.52","64752","Rubella in the mother, delivered, with mention of postpartum complication","Rubella-delivered w p/p",44821026,"Rubella in the mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.53","64753","Rubella in the mother, antepartum condition or complication","Rubella-antepartum",44834890,"Rubella in the mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.54","64754","Rubella in the mother, postpartum condition or complication","Rubella-postpartum",44829112,"Rubella in the mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.6",NA,NA,NA,44831386,"Other viral diseases complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"647.60","64760","Other viral diseases in the mother, unspecified as to episode of care or not applicable","Oth virus in preg-unspec",44824404,"Other viral diseases in the mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.61","64761","Other viral diseases in the mother, delivered, with or without mention of antepartum condition","Oth viral dis-delivered",44837244,"Other viral diseases in the mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.62","64762","Other viral diseases in the mother, delivered, with mention of postpartum complication","Oth viral dis-del w p/p",44832531,"Other viral diseases in the mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.63","64763","Other viral diseases in the mother, antepartum condition or complication","Oth viral dis-antepartum",44821027,"Other viral diseases in the mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.64","64764","Other viral diseases in the mother, postpartum condition or complication","Oth viral dis-postpartum",44833722,"Other viral diseases in the mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.8",NA,NA,NA,44823242,"Other specified infectious and parasitic diseases complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"647.80","64780","Other specified infectious and parasitic diseases of mother, unspecified as to episode of care or not applicable","Inf dis in preg NEC-unsp",44834891,"Other specified infectious and parasitic diseases of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.81","64781","Other specified infectious and parasitic diseases of mother, delivered, with or without mention of antepartum condition","Infect dis NEC-delivered",44822097,"Other specified infectious and parasitic diseases of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.82","64782","Other specified infectious and parasitic diseases of mother, delivered, with mention of postpartum complication","Infect dis NEC-del w p/p",44831387,"Other specified infectious and parasitic diseases of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.83","64783","Other specified infectious and parasitic diseases of mother, antepartum condition or complication","Infect dis NEC-antepart",44825601,"Other specified infectious and parasitic diseases of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.84","64784","Other specified infectious and parasitic diseases of mother, postpartum condition or complication","Infect dis NEC-postpart",44824405,"Other specified infectious and parasitic diseases of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.9",NA,NA,NA,44829113,"Unspecified infection or infestation complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"647.90","64790","Unspecified infection or infestation of mother, unspecified as to episode of care or not applicable","Infect in preg NOS-unsp",44836083,"Unspecified infection or infestation of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.91","64791","Unspecified infection or infestation of mother, delivered, with or without mention of antepartum condition","Infect NOS-delivered",44824406,"Unspecified infection or infestation of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.92","64792","Unspecified infection or infestation of mother, delivered, with mention of postpartum complication","Infect NOS-deliver w p/p",44833723,"Unspecified infection or infestation of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.93","64793","Unspecified infection or infestation of mother, antepartum condition or complication","Infect NOS-antepartum",44822098,"Unspecified infection or infestation of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"647.94","64794","Unspecified infection or infestation of mother, postpartum condition or complication","Infect NOS-postpartum",44821028,"Unspecified infection or infestation of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648",NA,NA,NA,44834892,"Other current conditions in the mother classifiable elsewhere, but complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.0",NA,NA,NA,44832532,"Diabetes mellitus complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.00","64800","Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","Diabetes in preg-unspec",44837245,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.01","64801","Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","Diabetes-delivered",44836084,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.02","64802","Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","Diabetes-delivered w p/p",44832533,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.03","64803","Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","Diabetes-antepartum",44822099,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.04","64804","Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication","Diabetes-postpartum",44830221,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.1",NA,NA,NA,44833724,"Thyroid dysfunction complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.10","64810","Thyroid dysfunction of mother, unspecified as to episode of care or not applicable","Thyroid dysfun preg-unsp",44822100,"Thyroid dysfunction of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.11","64811","Thyroid dysfunction of mother, delivered, with or without mention of antepartum condition","Thyroid dysfunc-deliver",44819863,"Thyroid dysfunction of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.12","64812","Thyroid dysfunction of mother, delivered, with mention of postpartum complication","Thyroid dysfun-del w p/p",44830222,"Thyroid dysfunction of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.13","64813","Thyroid dysfunction of mother, antepartum condition or complication","Thyroid dysfunc-antepart",44827944,"Thyroid dysfunction of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.14","64814","Thyroid dysfunction of mother, postpartum condition or complication","Thyroid dysfunc-postpart",44823243,"Thyroid dysfunction of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.2",NA,NA,NA,44830223,"Anemia complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.20","64820","Anemia of mother, unspecified as to episode of care or not applicable","Anemia in preg-unspec",44822101,"Anemia of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.21","64821","Anemia of mother, delivered, with or without mention of antepartum condition","Anemia-delivered",44829114,"Anemia of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.22","64822","Anemia of mother, delivered, with mention of postpartum complication","Anemia-delivered w p/p",44833725,"Anemia of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.23","64823","Anemia of mother, antepartum condition or complication","Anemia-antepartum",44825602,"Anemia of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.24","64824","Anemia of mother, postpartum condition or complication","Anemia-postpartum",44829115,"Anemia of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.3",NA,NA,NA,44823244,"Drug dependence complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.30","64830","Drug dependence of mother, unspecified as to episode of care or not applicable","Drug depend preg-unspec",44822102,"Drug dependence of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.31","64831","Drug dependence of mother, delivered, with or without mention of antepartum condition","Drug dependence-deliver",44819864,"Drug dependence of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.32","64832","Drug dependence of mother, delivered, with mention of postpartum complication","Drug dependen-del w p/p",44827945,"Drug dependence of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.33","64833","Drug dependence of mother, antepartum condition or complication","Drug dependence-antepart",44834893,"Drug dependence of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.34","64834","Drug dependence of mother, postpartum condition or complication","Drug dependence-postpart",44823245,"Drug dependence of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.4",NA,NA,NA,44832534,"Mental disorders complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.40","64840","Mental disorders of mother, unspecified as to episode of care or not applicable","Mental dis preg-unspec",44830224,"Mental disorders of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.41","64841","Mental disorders of mother, delivered, with or without mention of antepartum condition","Mental disorder-deliver",44833726,"Mental disorders of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.42","64842","Mental disorders of mother, delivered, with mention of postpartum complication","Mental dis-deliv w p/p",44821029,"Mental disorders of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.43","64843","Mental disorders of mother, antepartum condition or complication","Mental disorder-antepart",44826784,"Mental disorders of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.44","64844","Mental disorders of mother, postpartum condition or complication","Mental disorder-postpart",44836085,"Mental disorders of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.5",NA,NA,NA,44819865,"Congenital cardiovascular disorders complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.50","64850","Congenital cardiovascular disorders of mother, unspecified as to episode of care or not applicable","Congen CV dis preg-unsp",44836086,"Congenital cardiovascular disorders of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.51","64851","Congenital cardiovascular disorders of mother, delivered, with or without mention of antepartum condition","Congen CV dis-delivered",44825603,"Congenital cardiovascular disorders of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.52","64852","Congenital cardiovascular disorders of mother, delivered, with mention of postpartum complication","Congen CV dis-del w p/p",44827946,"Congenital cardiovascular disorders of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.53","64853","Congenital cardiovascular disorders of mother, antepartum condition or complication","Congen CV dis-antepartum",44834894,"Congenital cardiovascular disorders of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.54","64854","Congenital cardiovascular disorders of mother, postpartum condition or complication","Congen CV dis-postpartum",44837246,"Congenital cardiovascular disorders of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.6",NA,NA,NA,44826785,"Other cardiovascular diseases complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.60","64860","Other cardiovascular diseases of mother, unspecified as to episode of care or not applicable","CV dis NEC preg-unspec",44836087,"Other cardiovascular diseases of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.61","64861","Other cardiovascular diseases of mother, delivered, with or without mention of antepartum condition","CV dis NEC preg-deliver",44832535,"Other cardiovascular diseases of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.62","64862","Other cardiovascular diseases of mother, delivered, with mention of postpartum complication","CV dis NEC-deliver w p/p",44830225,"Other cardiovascular diseases of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.63","64863","Other cardiovascular diseases of mother, antepartum condition or complication","CV dis NEC-antepartum",44827947,"Other cardiovascular diseases of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.64","64864","Other cardiovascular diseases of mother, postpartum condition or complication","CV dis NEC-postpartum",44833727,"Other cardiovascular diseases of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.7",NA,NA,NA,44821030,"Bone and joint disorders of back, pelvis, and lower limbs of mother, complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.70","64870","Bone and joint disorders of back, pelvis, and lower limbs of mother, unspecified as to episode of care or not applicable","Bone disord in preg-unsp",44822103,"Bone and joint disorders of back, pelvis, and lower limbs of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.71","64871","Bone and joint disorders of back, pelvis, and lower limbs of mother, delivered, with or without mention of antepartum condition","Bone disorder-delivered",44833728,"Bone and joint disorders of back, pelvis, and lower limbs of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.72","64872","Bone and joint disorders of back, pelvis, and lower limbs of mother, delivered, with mention of postpartum complication","Bone disorder-del w p/p",44830226,"Bone and joint disorders of back, pelvis, and lower limbs of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.73","64873","Bone and joint disorders of back, pelvis, and lower limbs of mother, antepartum condition or complication","Bone disorder-antepartum",44829116,"Bone and joint disorders of back, pelvis, and lower limbs of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.74","64874","Bone and joint disorders of back, pelvis, and lower limbs of mother, postpartum condition or complication","Bone disorder-postpartum",44831388,"Bone and joint disorders of back, pelvis, and lower limbs of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.8",NA,NA,NA,44823246,"Abnormal glucose tolerance of mother, complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.80","64880","Abnormal glucose tolerance of mother, unspecified as to episode of care or not applicable","Abn glucose in preg-unsp",44829117,"Abnormal glucose tolerance of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.81","64881","Abnormal glucose tolerance of mother, delivered, with or without mention of antepartum condition","Abn glucose toler-deliv",44822104,"Abnormal glucose tolerance of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.82","64882","Abnormal glucose tolerance of mother, delivered, with mention of postpartum complication","Abn glucose-deliv w p/p",44823247,"Abnormal glucose tolerance of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.83","64883","Abnormal glucose tolerance of mother, antepartum condition or complication","Abn glucose-antepartum",44831389,"Abnormal glucose tolerance of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.84","64884","Abnormal glucose tolerance of mother, postpartum condition or complication","Abn glucose-postpartum",44831390,"Abnormal glucose tolerance of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.9",NA,NA,NA,44822105,"Other current conditions complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"648.90","64890","Other current conditions classifiable elsewhere of mother, unspecified as to episode of care or not applicable","Oth curr cond preg-unsp",44832536,"Other current conditions classifiable elsewhere of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.91","64891","Other current conditions classifiable elsewhere of mother, delivered, with or without mention of antepartum condition","Oth curr cond-delivered",44834895,"Other current conditions classifiable elsewhere of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.92","64892","Other current conditions classifiable elsewhere of mother, delivered, with mention of postpartum complication","Oth curr cond-del w p/p",44819866,"Other current conditions classifiable elsewhere of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.93","64893","Other current conditions classifiable elsewhere of mother, antepartum condition or complication","Oth curr cond-antepartum",44821031,"Other current conditions classifiable elsewhere of mother, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"648.94","64894","Other current conditions classifiable elsewhere of mother, postpartum condition or complication","Oth curr cond-postpartum",44836088,"Other current conditions classifiable elsewhere of mother, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649",NA,NA,NA,44830227,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31",FALSE
"649.0",NA,NA,NA,44822106,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium","Observation","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"649.00","64900","Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","Tobacco use disord-unsp",44832537,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","Observation","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.01","64901","Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","Tobacco use disor-delliv",44831391,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.02","64902","Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","Tobacco use dis-del-p/p",44830228,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.03","64903","Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","Tobacco use dis-antepart",44819867,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.04","64904","Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication","Tobacco use dis-postpart",44837247,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.1",NA,NA,NA,44834896,"Obesity complicating pregnancy, childbirth, or the puerperium","Observation","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"649.10","64910","Obesity complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","Obesity-unspecified",44826786,"Obesity complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.11","64911","Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","Obesity-delivered",44836089,"Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.12","64912","Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","Obesity-delivered w p/p",44821032,"Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.13","64913","Obesity complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","Obesity-antepartum",44822107,"Obesity complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.14","64914","Obesity complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication","Obesity-postpartum",44836090,"Obesity complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.2",NA,NA,NA,44837248,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"649.20","64920","Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","Bariatric surg stat-unsp",44823248,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"649.21","64921","Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","Bariatric surg stat-del",44819868,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
