ATC_5th	ATC_name	brand_name	CONCEPT_ID	CONCEPT_CODE	CONCEPT_NAME	DOMAIN_ID	CONCEPT_CLASS_ID	STANDARD_CONCEPT	VOCABULARY_ID	VOCABULARY_NAME
A10BA02	metformin; oral	metformine eg	43181788	OMOP473318	Metformin 750 MG [METFORMINE EG]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine ranbaxy	43181789	OMOP473324	Metformin 750 MG [METFORMINE RANBAXY]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine cristers	43181797	OMOP473373	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE CRISTERS]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine evolugen	43181800	OMOP473384	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE EVOLUGEN]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine ratiopharm	43181802	OMOP473418	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE RATIOPHARM] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine ratiopharm	43181803	OMOP473420	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE RATIOPHARM] Box of 90	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine teva	43181804	OMOP473439	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE TEVA] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine cristers	43181807	OMOP473503	Metformin 400 MG [METFORMINE CRISTERS]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine teva	43181808	OMOP473515	Metformin 400 MG [METFORMINE TEVA]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine cristers	43181812	OMOP473569	Metformin 400 MG Delayed Release Oral Tablet [METFORMINE CRISTERS] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine eg	43181813	OMOP473574	Metformin 400 MG Delayed Release Oral Tablet [METFORMINE EG]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine mylan	43181816	OMOP473597	Metformin 400 MG Delayed Release Oral Tablet [METFORMINE MYLAN] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine teva	43181821	OMOP473628	Metformin 400 MG Delayed Release Oral Tablet [METFORMINE TEVA]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine zentiva	43181824	OMOP473636	Metformin 400 MG Delayed Release Oral Tablet [METFORMINE ZENTIVA] Box of 90	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine bgr	43181828	OMOP473659	Metformin 625 MG Delayed Release Oral Tablet [METFORMINE BGR]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine zydus	43181835	OMOP473708	Metformin 625 MG Delayed Release Oral Tablet [METFORMINE ZYDUS]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	stagid	43192733	OMOP473239	Metformin 280 MG Oral Tablet [STAGID] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine cristers	43192749	OMOP473377	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE CRISTERS] Box of 90	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine isomed	43192751	OMOP473393	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE ISOMED] Box of 90	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine ranbaxy	43192755	OMOP473412	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE RANBAXY] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine zydus	43192758	OMOP473450	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE ZYDUS] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glucophage	43192766	OMOP473495	Metformin 400 MG [Glucophage]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine zydus	43192779	OMOP473639	Metformin 400 MG Delayed Release Oral Tablet [METFORMINE ZYDUS] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glucophage	43192789	OMOP473716	Metformin 625 MG Powder for Oral Solution [Glucophage] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine eg	43203802	OMOP473210	Metformin Delayed Release Oral Tablet [METFORMINE EG]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine isomed	43203804	OMOP473213	Metformin Delayed Release Oral Tablet [METFORMINE ISOMED]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine eg	43203806	OMOP473245	Metformin 625 MG [METFORMINE EG]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine actavis	43203808	OMOP473252	Metformin 625 MG Delayed Release Oral Tablet [METFORMINE ACTAVIS]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine rpg	43203829	OMOP473423	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE RPG] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine eg	43203842	OMOP473575	Metformin 400 MG Delayed Release Oral Tablet [METFORMINE EG] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine phr lab	43214642	OMOP473216	Metformin Delayed Release Oral Tablet [METFORMINE PHR LAB]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine phr lab	43214654	OMOP473323	Metformin 750 MG [METFORMINE PHR LAB]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine biogaran	43214657	OMOP473369	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE BIOGARAN] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine teva	43214662	OMOP473438	Metformin 750 MG Delayed Release Oral Tablet [METFORMINE TEVA]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine alter	43214665	OMOP473464	Metformin 625 MG Delayed Release Oral Tablet [METFORMINE ALTER]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine cristers	43214667	OMOP473470	Metformin 625 MG Delayed Release Oral Tablet [METFORMINE CRISTERS] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine mylan	43214668	OMOP473474	Metformin 1000 MG [METFORMINE MYLAN]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine pfizer	43214683	OMOP473604	Metformin 400 MG Delayed Release Oral Tablet [METFORMINE PFIZER] Box of 90	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine zentiva	43214684	OMOP473634	Metformin 400 MG Delayed Release Oral Tablet [METFORMINE ZENTIVA] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine sandoz	43214687	OMOP473697	Metformin 625 MG Delayed Release Oral Tablet [METFORMINE SANDOZ]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diabex	43256427	OMOP538058	Metformin 500 MG Extended Release Oral Tablet [Diabex] Box of 90	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diabex	43261743	OMOP538030	Metformin 750 MG Extended Release Oral Tablet [Diabex] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metforbell	43267225	OMOP538014	Metformin Oral Tablet [Metforbell]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diabex	43267228	OMOP538021	Metformin 750 MG [Diabex]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metex	43267229	OMOP538053	Metformin 500 MG Extended Release Oral Tablet [Metex] Box of 90	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diaformin	43267230	OMOP538067	Metformin 500 MG Extended Release Oral Tablet [Diaformin] Box of 120	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diabex	43267233	OMOP538104	Metformin 500 MG Oral Tablet [Diabex]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glucophage	43267236	OMOP538113	Metformin 500 MG Oral Tablet [Glucophage] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diaformin	43267238	OMOP538117	Metformin 500 MG Oral Tablet [Diaformin] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diaformin-1000	43272739	OMOP538118	Metformin 1000 MG [Diaformin-1000]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metex	43272743	OMOP538146	Metformin 1000 MG Extended Release Oral Tablet [Metex] Box of 120	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glucobete	43272746	OMOP538205	Metformin 850 MG [Glucobete]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	formet	43272755	OMOP538253	Metformin 850 MG Oral Tablet [Formet]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diaformin	43278210	OMOP538063	Metformin 500 MG Extended Release Oral Tablet [Diaformin] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	formet	43283521	OMOP538016	Metformin Oral Tablet [Formet]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glucophage	43283549	OMOP538255	Metformin 850 MG Oral Tablet [Glucophage] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diabex	43288988	OMOP538025	Metformin 750 MG Extended Release Oral Tablet [Diabex] Box of 10	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diaformin	43288992	OMOP538061	Metformin 500 MG Extended Release Oral Tablet [Diaformin] Box of 10	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diaformin	43288993	OMOP538062	Metformin 500 MG Extended Release Oral Tablet [Diaformin] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diabex	43288997	OMOP538105	Metformin 500 MG Oral Tablet [Diabex] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metforbell	43288998	OMOP538106	Metformin 500 MG Oral Tablet [Metforbell]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diaformin	43289002	OMOP538139	Metformin 1000 MG Extended Release Oral Tablet [Diaformin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glucobete	43289008	OMOP538195	Metformin 1000 MG Oral Tablet [Glucobete]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diabex	43294393	OMOP538034	Metformin 500 MG [Diabex]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diaformin	43294405	OMOP538128	Metformin 1000 MG [Diaformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metex	43294408	OMOP538145	Metformin 1000 MG Extended Release Oral Tablet [Metex] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diaformin-1000	43294414	OMOP538194	Metformin 1000 MG Oral Tablet [Diaformin-1000] Box of 90	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glucohexal	43294427	OMOP538251	Metformin 850 MG Oral Tablet [Glucohexal]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diaformin	43294430	OMOP538260	Metformin 850 MG Oral Tablet [Diaformin] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	juformin	43584525	OMOP937256	Metformin 850 MG [Juformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin aurobindo	43584536	OMOP937551	Metformin 500 MG Oral Tablet [Metformin Aurobindo]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin aiwa	43602533	OMOP937177	Metformin Oral Tablet [Metformin Aiwa]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine bluefish	43620548	OMOP937276	Metformin 850 MG [METFORMINE BLUEFISH]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metforminhydrochlorid winthrop pharmaceuticals	43620552	OMOP937373	Metformin 100 MG/ML Oral Solution [Metforminhydrochlorid Winthrop Pharmaceuticals]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine sandoz	43620555	OMOP937417	Metformin 1000 MG Oral Tablet [METFORMINE SANDOZ]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin ksk	43638659	OMOP937270	Metformin 850 MG [Metformin Ksk]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin aiwa	43638670	OMOP937489	Metformin 500 MG [Metformin Aiwa]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin accedo	43656763	OMOP937219	Metformin Oral Tablet [Metformin Accedo]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin abz	43656767	OMOP937335	Metformin 850 MG Oral Tablet [Metformin Abz]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformdoc	43656775	OMOP937465	Metformin 1000 MG Oral Tablet [Metformdoc]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine bluefish	43656778	OMOP937521	Metformin 500 MG [METFORMINE BLUEFISH]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin atid	43656784	OMOP937572	Metformin 500 MG Oral Tablet [Metformin Atid]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glucobon biomo	43674888	OMOP937314	Metformin 850 MG Oral Tablet [Glucobon Biomo]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin-hormosan	43674902	OMOP937544	Metformin 500 MG Oral Tablet [Metformin-Hormosan]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metfogamma	43692598	OMOP937188	Metformin Oral Tablet [Metfogamma]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine ratiopharm	43692600	OMOP937194	Metformin Oral Tablet [METFORMINE RATIOPHARM]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metfoliquid geriasan	43692614	OMOP937372	Metformin 100 MG/ML Oral Solution [Metfoliquid Geriasan] Box of 4	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin hexal	43692617	OMOP937403	Metformin 1000 MG [Metformin Hexal]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin accedo	43692618	OMOP937405	Metformin 1000 MG [Metformin Accedo]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin abz	43692620	OMOP937460	Metformin 1000 MG Oral Tablet [Metformin Abz]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin dura	43710540	OMOP937201	Metformin Oral Tablet [Metformin Dura]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin wieb	43710541	OMOP937244	Metformin 850 MG [Metformin Wieb]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin al	43728551	OMOP937203	Metformin Oral Tablet [Metformin Al]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin-hormosan	43728554	OMOP937306	Metformin 850 MG Oral Tablet [Metformin-Hormosan]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metfogamma	43728560	OMOP937381	Metformin 1000 MG [Metfogamma]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin hexal	43728564	OMOP937469	Metformin 1000 MG Oral Tablet [Metformin Hexal]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metnit	43728565	OMOP937509	Metformin 500 MG [Metnit]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	juformin	43728570	OMOP937555	Metformin 500 MG Oral Tablet [Juformin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	diabesin	43746465	OMOP937228	Metformin Oral Tablet [Diabesin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metnit	43746467	OMOP937262	Metformin 850 MG [Metnit]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin glenmark	43757482	OMOP835617	100 ML Metformin 100 MG/ML Oral Solution [Metformin Glenmark]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin axcount	43764406	OMOP937355	Metformin 850 MG Oral Tablet [Metformin Axcount]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metfoliquid geriasan	43764408	OMOP937366	Metformin 100 MG/ML [Metfoliquid Geriasan]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin axcount	43764409	OMOP937407	Metformin 1000 MG [Metformin Axcount]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine bluefish	43764410	OMOP937408	Metformin 1000 MG [METFORMINE BLUEFISH]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin hexal	43764419	OMOP937515	Metformin 500 MG [Metformin Hexal]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin aiwa	43800414	OMOP937286	Metformin 850 MG Oral Tablet [Metformin Aiwa]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin stada	43800415	OMOP937301	Metformin 850 MG Oral Tablet [Metformin Stada]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin dura	43818532	OMOP937391	Metformin 1000 MG [Metformin Dura]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glucobon biomo	43818545	OMOP937553	Metformin 500 MG Oral Tablet [Glucobon Biomo]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metforminhydrochlorid winthrop pharmaceuticals	43829863	OMOP843523	150 ML Metformin 100 MG/ML Oral Solution [Metforminhydrochlorid Winthrop Pharmaceuticals]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin aurobindo	43836722	OMOP937312	Metformin 850 MG Oral Tablet [Metformin Aurobindo]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin dura	43836726	OMOP937445	Metformin 1000 MG Oral Tablet [Metformin Dura]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	q-metformin	44028277	OMOP1022908	Metformin 850 MG [Q-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glycon	44028279	OMOP1022910	Metformin 850 MG [Glycon]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	pro-metformin	44028281	OMOP1022912	Metformin 500 MG [Pro-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	septa-metformin	44041254	OMOP1035885	Metformin 850 MG [Septa-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	pms-metformin	44041256	OMOP1035887	Metformin 850 MG [Pms-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	act metformin	44041258	OMOP1035889	Metformin 850 MG [Act Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	mint-metformin	44043958	OMOP1038589	Metformin Oral Tablet [Mint-Metformin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformin fc	44043959	OMOP1038590	Metformin Oral Tablet [Metformin Fc]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	dom-metformin	44047314	OMOP1041945	Metformin 850 MG Oral Tablet [Dom-Metformin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	pro-metformin	44054345	OMOP1048976	Metformin 850 MG [Pro-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	jamp-metformin	44054347	OMOP1048978	Metformin 850 MG [Jamp-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	mar-metformin	44054350	OMOP1048981	Metformin 500 MG [Mar-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	pms-metformin	44060339	OMOP1054970	Metformin 850 MG Oral Tablet [Pms-Metformin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	mar-metformin	44060340	OMOP1054971	Metformin 850 MG Oral Tablet [Mar-Metformin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	phl-metformin	44073129	OMOP1067760	Metformin 500 MG Oral Tablet [Phl-Metformin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	ran-metformin	44082662	OMOP1077293	Metformin Oral Tablet [Ran-Metformin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	dom-metformin	44082664	OMOP1077295	Metformin Oral Tablet [Dom-Metformin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	nu-metformin	44092981	OMOP1087612	Metformin 500 MG [Nu-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	glycon	44092983	OMOP1087614	Metformin 500 MG [Glycon]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	med metformin	44095619	OMOP1090250	Metformin Oral Tablet [Med Metformin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	act metformin	44095623	OMOP1090254	Metformin Oral Tablet [Act Metformin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	ran-metformin	44098988	OMOP1093619	Metformin 500 MG Oral Tablet [Ran-Metformin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	pms-metformin	44098989	OMOP1093620	Metformin 500 MG Oral Tablet [Pms-Metformin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	jamp-metformin	44105930	OMOP1100561	Metformin 500 MG [Jamp-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	bci metformin	44105931	OMOP1100562	Metformin 500 MG [Bci Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	bci metformin	44108482	OMOP1103113	Metformin Oral Tablet [Bci Metformin]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	mint-metformin	44111767	OMOP1106398	Metformin 850 MG Oral Tablet [Mint-Metformin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine mylan	44111770	OMOP1106401	Metformin 500 MG Oral Tablet [METFORMINE MYLAN]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	riva metformin	44118918	OMOP1113549	Metformin 850 MG [Riva Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	phl-metformin	44118925	OMOP1113556	Metformin 500 MG [Phl-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	auro-metformin	44118927	OMOP1113558	Metformin 500 MG [Auro-Metformin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BA02	metformin; oral	metformine mylan	44124970	OMOP1119601	Metformin 850 MG Oral Tablet [METFORMINE MYLAN]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
