CONCEPT_CODE,CONCEPT_NAME,DOMAIN_ID,CONCEPT_CLASS_ID,STANDARD_CONCEPT,VOCABULARY_ID,VOCABULARY_NAME,brand_name
OMOP4669823,Metformin Oral Tablet [JEIFORMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,jeiformin
OMOP4669824,Metformin Oral Tablet [MEPOLIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,mepolin
OMOP4669827,Metformin Oral Tablet [METMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metmin
OMOP4669833,Metformin Oral Tablet [AUSFORMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,ausformin
OMOP4669849,Metformin Extended Release Oral Tablet [MEGAFORMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,megaformin
OMOP4669856,Metformin Extended Release Oral Tablet [DYFOMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,dyfomin
OMOP4669858,Metformin Extended Release Oral Tablet [DIAMET],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,diamet
OMOP4669862,Metformin Extended Release Oral Tablet [GLUCODOWN OR],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,glucodown or
OMOP4669863,Metformin Extended Release Oral Tablet [GLUFAMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,glufamin
OMOP4669864,Metformin Extended Release Oral Tablet [GLYCOMIN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,glycomin
OMOP4669866,Metformin Extended Release Oral Tablet [METFORMIN HCI DONGSUNG],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformin hci dongsung
OMOP4669870,Metformin Extended Release Oral Tablet [METOPHAGE XR],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metophage xr
OMOP4681010,Metformin 500 MG / nateglinide 120 MG Oral Tablet [FASTICMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,fasticmet
OMOP4681011,Metformin 500 MG / nateglinide 120 MG [FASTICMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,fasticmet
OMOP4687096,Metformin / teneligliptin Extended Release Oral Tablet [TENELIA M],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,tenelia m
OMOP4687143,anagliptin 100 MG / Metformin 1000 MG [GUARDMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,guardmet
OMOP4687149,anagliptin 100 MG / Metformin 850 MG [GUARDMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,guardmet
OMOP4687669,Metformin 250 MG / voglibose 0.2 MG Oral Tablet [VOGMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,vogmet
OMOP453625,Metformin 850 MG Delayed Release Oral Tablet [METFORMINE ZENTIVA] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine zentiva
OMOP453632,Metformin 850 MG Disintegrating Oral Tablet [METFORMINE MYLAN],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine mylan
OMOP473212,Metformin Delayed Release Oral Tablet [METFORMINE EVOLUGEN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformine evolugen
OMOP473347,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE ARROW] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine arrow
OMOP473425,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE RPG] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine rpg
OMOP473463,Metformin 625 MG [METFORMINE CRISTERS],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine cristers
OMOP473484,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE ISOMED],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine isomed
OMOP473614,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE RANBAXY] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine ranbaxy
OMOP473620,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE RATIOPHARM] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine ratiopharm
OMOP473645,Metformin 400 MG Oral Tablet [METFORMINE ACTAVIS],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine actavis
OMOP473671,Metformin 625 MG [METFORMINE ZYDUS],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine zydus
OMOP473678,Metformin 625 MG Delayed Release Oral Tablet [Glucophage] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP473223,Metformin Delayed Release Oral Tablet [METFORMINE TEVA],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformine teva
OMOP473258,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE ARROW] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine arrow
OMOP473271,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE BLUEFISH],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP473296,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE PFIZER] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine pfizer
OMOP473319,Metformin 750 MG [METFORMINE EVOLUGEN],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine evolugen
OMOP473400,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE PFIZER],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine pfizer
OMOP473433,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE SET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine set
OMOP473472,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE CRISTERS] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine cristers
OMOP473497,Metformin 400 MG [METFORMINE ACTAVIS],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine actavis
OMOP473508,Metformin 400 MG [METFORMINE ISOMED],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine isomed
OMOP473509,Metformin 400 MG [METFORMINE MYLAN],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine mylan
OMOP473510,Metformin 400 MG [METFORMINE PFIZER],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine pfizer
OMOP473559,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE BIOGARAN] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine biogaran
OMOP473609,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE PHR LAB] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine phr lab
OMOP473692,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE PHR LAB] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine phr lab
OMOP473711,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE ZYDUS] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine zydus
OMOP453636,Metformin 500 MG [METFORMINE MYLAN],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine mylan
OMOP473241,Metformin 625 MG [METFORMINE ACTAVIS],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine actavis
OMOP473253,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE ACTAVIS] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine actavis
OMOP473260,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE ARROW] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine arrow
OMOP473278,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE EG] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine eg
OMOP473327,Metformin 750 MG [METFORMINE SANDOZ],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine sandoz
OMOP473456,Metformin 750 MG Powder for Oral Solution [Glucophage],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP473500,Metformin 400 MG [METFORMINE BGR],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine bgr
OMOP473501,Metformin 400 MG [METFORMINE BIOGARAN],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine biogaran
OMOP473528,Metformin 400 MG Delayed Release Oral Tablet [Glucophage] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP473535,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE ARROW],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine arrow
OMOP473557,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE BIOGARAN] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine biogaran
OMOP473586,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE EVOLUGEN] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine evolugen
OMOP473606,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE PHR LAB],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine phr lab
OMOP473611,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE RANBAXY],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine ranbaxy
OMOP473638,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE ZYDUS],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine zydus
OMOP473668,Metformin 625 MG [METFORMINE PHR LAB],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine phr lab
OMOP453628,Metformin 850 MG Delayed Release Oral Tablet [METFORMINE ZENTIVA] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine zentiva
OMOP473336,Metformin 750 MG Delayed Release Oral Tablet [Glucophage] Box of 50,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP473375,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE CRISTERS] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine cristers
OMOP473441,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE TEVA] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine teva
OMOP473467,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE ALTER] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine alter
OMOP473479,Metformin 1000 MG Disintegrating Oral Tablet [METFORMINE MYLAN] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine mylan
OMOP473504,Metformin 400 MG [METFORMINE EG],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine eg
OMOP473513,Metformin 400 MG [METFORMINE RATIOPHARM],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine ratiopharm
OMOP473516,Metformin 400 MG [METFORMINE ZENTIVA],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine zentiva
OMOP473585,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE EVOLUGEN],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine evolugen
OMOP473368,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE BIOGARAN],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine biogaran
OMOP473379,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE EG],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine eg
OMOP473380,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE EG] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine eg
OMOP473531,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE ACTAVIS] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine actavis
OMOP473607,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE PHR LAB] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine phr lab
OMOP473654,Metformin 400 MG Powder for Oral Solution [Glucophage] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP473706,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE TEVA] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine teva
OMOP473330,Metformin 750 MG [METFORMINE ZENTIVA],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine zentiva
OMOP473334,Metformin 750 MG Delayed Release Oral Tablet [Glucophage] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP473338,Metformin 750 MG Delayed Release Oral Tablet [Glucophage] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP473366,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE BGR] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine bgr
OMOP473409,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE PHR LAB] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine phr lab
OMOP473481,Metformin 625 MG [METFORMINE ISOMED],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine isomed
OMOP473502,Metformin 400 MG [METFORMINE BLUEFISH],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP473207,Metformin Delayed Release Oral Tablet [METFORMINE BIOGARAN],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformine biogaran
OMOP473386,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE EVOLUGEN] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine evolugen
OMOP473436,Metformin 750 MG Delayed Release Oral Tablet [METFORMINE SET] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine set
OMOP473457,Metformin 750 MG Powder for Oral Solution [Glucophage] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP453618,Metformin Delayed Release Oral Tablet [METFORMINE ZENTIVA],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformine zentiva
OMOP473244,Metformin 625 MG [METFORMINE BLUEFISH],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP473498,Metformin 400 MG [METFORMINE ARROW],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine arrow
OMOP473533,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE ACTAVIS] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine actavis
OMOP473552,Metformin 400 MG Delayed Release Oral Tablet [METFORMINE BGR] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine bgr
OMOP473687,Metformin 625 MG Delayed Release Oral Tablet [METFORMINE MYLAN] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine mylan
OMOP538028,Metformin 750 MG Extended Release Oral Tablet [Diabex] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538056,Metformin 500 MG Extended Release Oral Tablet [Metex] Box of 300,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metex
OMOP538254,Metformin 850 MG Oral Tablet [Formet] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,formet
OMOP538033,Metformin 500 MG [Glucobete],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,glucobete
OMOP538109,Metformin 500 MG Oral Tablet [Glucohexal] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucohexal
OMOP538259,Metformin 850 MG Oral Tablet [Diaformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,diaformin
OMOP538110,Metformin 500 MG Oral Tablet [Formet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,formet
OMOP538115,Metformin 500 MG Oral Tablet [Glucomet] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucomet
OMOP538010,Metformin Oral Tablet [Glucobete],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,glucobete
OMOP538119,Metformin 1000 MG [Glucobete],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,glucobete
OMOP538138,Metformin 1000 MG Extended Release Oral Tablet [Diabex] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538040,Metformin 500 MG [Formet],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,formet
OMOP538124,Metformin 1000 MG [Diabex],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538027,Metformin 750 MG Extended Release Oral Tablet [Diabex] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538102,Metformin 500 MG Oral Tablet [Glucobete],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,glucobete
OMOP538245,Metformin 850 MG Oral Tablet [Glucobete] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucobete
OMOP538032,Metformin 500 MG [Metex],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metex
OMOP538250,Metformin 850 MG Oral Tablet [Metforbell] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metforbell
OMOP538029,Metformin 750 MG Extended Release Oral Tablet [Diabex] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538037,Metformin 500 MG [Glucohexal],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,glucohexal
OMOP538059,Metformin 500 MG Extended Release Oral Tablet [Diabex] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabex
OMOP538196,Metformin 1000 MG Oral Tablet [Glucobete] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucobete
OMOP538204,Metformin 1000 MG Oral Tablet [Glucohexal] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucohexal
OMOP538249,Metformin 850 MG Oral Tablet [Metforbell],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metforbell
OMOP538257,Metformin 850 MG Oral Tablet [Glucomet] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucomet
OMOP937265,Metformin 850 MG [Metformin Atid],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin atid
OMOP937384,Metformin 1000 MG [METFORMINE RATIOPHARM],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine ratiopharm
OMOP937557,Metformin 500 MG Oral Tablet [Metformin Denk],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin denk
OMOP937574,Metformin 500 MG Oral Tablet [Metformin Abz],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin abz
OMOP937235,Metformin Oral Solution [Metfoliquid Geriasan],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metfoliquid geriasan
OMOP937252,Metformin 850 MG [METFORMINE RATIOPHARM],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine ratiopharm
OMOP937387,Metformin 1000 MG [Glucobon Biomo],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,glucobon biomo
OMOP937348,Metformin 850 MG Oral Tablet [Metformin Al],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin al
OMOP937401,Metformin 1000 MG [Metformdoc],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformdoc
OMOP937540,Metformin 500 MG Oral Tablet [Metformin Stada],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin stada
OMOP729973,1 ML Metformin 100 MG/ML Oral Solution [Metforminhydrochlorid Winthrop Pharmaceuticals],Drug,Quant Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metforminhydrochlorid winthrop pharmaceuticals
OMOP937240,Metformin 850 MG [Metformin Aiwa],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin aiwa
OMOP937344,Metformin 850 MG Oral Tablet [Metformin Hexal],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin hexal
OMOP937410,Metformin 1000 MG [Metsop],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metsop
OMOP937498,Metformin 500 MG [Metformin-Hormosan],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin-hormosan
OMOP937236,Metformin Oral Solution [Metforminhydrochlorid Winthrop Pharmaceuticals],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metforminhydrochlorid winthrop pharmaceuticals
OMOP937578,Metformin 500 MG Oral Tablet [Metformdoc],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformdoc
OMOP937197,Metformin Oral Tablet [Glucobon Biomo],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,glucobon biomo
OMOP937297,Metformin 850 MG Oral Tablet [METFORMINE SANDOZ],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine sandoz
OMOP937341,Metformin 850 MG Oral Tablet [Metformdoc],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformdoc
OMOP937503,Metformin 500 MG [Metformin Denk],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin denk
OMOP937274,Metformin 850 MG [Metformin Axcount],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin axcount
OMOP937501,Metformin 500 MG [Glucobon Biomo],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,glucobon biomo
OMOP937504,Metformin 500 MG [Metformin Dura],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin dura
OMOP937591,Metformin 500 MG Oral Tablet [METFORMINE BLUEFISH],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP937346,Metformin 850 MG Oral Tablet [Metformin Ksk],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin ksk
OMOP937266,Metformin 850 MG [Metformin Abz],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin abz
OMOP937319,Metformin 850 MG Oral Tablet [Metformin Denk],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin denk
OMOP937231,Metformin Oral Tablet [Metsop],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metsop
OMOP937290,Metformin 850 MG Oral Tablet [Mettas],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,mettas
OMOP937493,Metformin 500 MG [METFORMINE SANDOZ],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine sandoz
OMOP937594,Metformin 500 MG Oral Tablet [Diabesin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,diabesin
OMOP937380,Metformin 1000 MG [Metformin Stada],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin stada
OMOP937500,Metformin 500 MG [Metformin Aurobindo],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin aurobindo
OMOP937254,Metformin 850 MG [Metformin Aurobindo],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin aurobindo
OMOP937480,Metformin 1000 MG Oral Tablet [METFORMINE BLUEFISH],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP937600,Metformin 500 MG Oral Tablet [Metsop],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metsop
OMOP937241,Metformin 850 MG [Metformin Lindopharm],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin lindopharm
OMOP937376,Metformin 1000 MG [Mettas],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,mettas
OMOP937377,Metformin 1000 MG [METFORMINE SANDOZ],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine sandoz
OMOP937482,Metformin 1000 MG Oral Tablet [Diabesin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,diabesin
OMOP767875,5 ML Metformin 100 MG/ML Oral Solution [Metfoliquid Geriasan],Drug,Quant Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metfoliquid geriasan
OMOP937181,Metformin Oral Tablet [Metformin Wieb],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformin wieb
OMOP937383,Metformin 1000 MG [Metformin-Hormosan],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin-hormosan
OMOP937409,Metformin 1000 MG [Diabesin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,diabesin
OMOP1022909,Metformin 850 MG [Mar-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,mar-metformin
OMOP1035886,Metformin 850 MG [Ratio-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,ratio-metformin
OMOP1035888,Metformin 850 MG [Ntp-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,ntp-metformin
OMOP1035891,Metformin 500 MG [Q-Metformin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,q-metformin
OMOP1038585,Metformin Oral Tablet [Riva Metformin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,riva metformin
OMOP1038586,Metformin Oral Tablet [Pro-Metformin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,pro-metformin
OMOP1038587,Metformin Oral Tablet [Pms-Metformin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,pms-metformin
OMOP1038591,Metformin Oral Tablet [Ecl-Metformin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,ecl-metformin
